rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
24579,39,172.0,70.0,23.7,35431,34937,29206,29223,35663
24580,30,173.0,75.0,25.1,45485,35823,18676,42990,21493
24581,27,185.0,85.0,24.8,17871,34671,56937,32589,22404
24582,41,178.0,81.0,25.6,24248,27982,39603,21656,50989
24583,30,182.0,90.0,27.2,60845,24281,23898,23501,31960
24584,26,185.0,86.0,25.1,19508,24416,37441,54851,28272
24585,27,170.0,82.0,28.4,30006,29991,29268,43827,31413
24586,24,185.0,85.0,24.8,25821,29549,42118,38191,28827
24587,39,180.0,87.0,26.9,29001,37556,21095,51647,25220
24588,33,178.0,82.0,25.9,27384,27188,59603,39965,10382
24589,37,175.0,70.0,22.9,51743,40945,8754,26174,36907
24590,42,186.0,86.0,24.9,41254,36735,33089,29344,24103
24591,53,188.0,94.0,26.6,8179,32618,51503,55735,16493
24591,34,175.0,82.0,26.8,45485,16686,75511,16994,9852
24591,32,178.0,86.0,27.1,37269,35753,28689,34958,27859
24594,37,173.0,92.0,30.7,67855,18301,30618,28388,19369
24595,40,180.0,85.0,26.2,26601,51974,26506,28049,31413
24597,34,185.0,100.0,29.2,5102,23313,82967,36415,16779
24598,27,173.0,88.0,29.4,29001,17911,59864,38879,18924
24599,28,178.0,97.0,30.6,29001,29549,32090,58113,15828
24600,37,180.0,80.0,24.7,13218,41334,48742,23646,37651
24601,30,180.0,93.0,28.7,24248,30086,39829,44157,26282
24602,33,178.0,84.0,26.5,15232,39574,49096,34428,26282
24603,37,178.0,85.0,26.8,18387,24446,27447,34629,59704
24604,29,178.0,84.0,26.5,10347,65137,56691,17169,15272
24605,30,178.0,85.0,26.8,43323,42885,10705,42990,24718
24606,28,178.0,84.0,26.5,9532,41624,54060,34693,24718
24607,28,182.0,80.0,24.2,37269,40848,19721,15805,50989
24608,27,178.0,84.0,26.5,42298,38628,16302,17310,50096
24609,33,178.0,98.0,30.9,23544,25936,44652,45133,25378
24610,38,178.0,95.0,30.0,20070,36942,28876,32573,46190
24611,19,178.0,77.0,24.3,15232,32548,28155,48363,40358
24611,37,175.0,83.0,27.1,47717,31645,36362,18699,30233
24613,34,183.0,82.0,24.5,4903,33973,46754,46013,33022
24613,37,183.0,83.0,24.8,26601,25615,40215,35327,36907
24615,43,178.0,100.0,31.6,9532,18372,17304,85781,33677
24616,26,183.0,86.0,25.7,39132,23015,39562,25307,37651
24617,23,178.0,84.0,26.5,27384,29071,18772,51792,37651
24618,28,173.0,70.0,23.4,38189,68994,12874,18040,26592
24620,34,180.0,78.0,24.1,28158,48642,30508,28563,28827
24621,31,180.0,94.0,29.0,50223,26199,14640,35995,37651
24621,25,178.0,82.0,25.9,50223,22662,21095,45508,25220
24623,30,178.0,84.0,26.5,45485,41243,11811,22755,43416
24624,23,180.0,88.0,27.2,18902,17512,44404,27548,56345
24625,33,185.0,88.0,25.7,48983,30854,35835,19198,29847
24626,39,178.0,87.0,27.5,29001,32530,47253,32057,23878
24627,43,180.0,79.0,24.4,72885,19714,54712,6402,11015
24627,26,170.0,76.0,26.3,35431,60994,24679,28293,15331
24629,26,176.0,77.0,24.9,48983,39685,7600,30816,37651
24630,47,175.0,77.0,25.1,35431,19808,64394,31852,13251
24631,26,178.0,90.0,28.4,28158,23419,48910,36864,27392
24632,29,180.0,88.0,27.2,48983,22318,28374,28162,36907
24633,26,178.0,84.0,26.5,56339,60868,13476,12676,21394
24633,28,178.0,69.0,21.8,44376,41624,33046,16880,28827
24635,19,178.0,84.0,26.5,47717,17668,26772,48497,24103
24636,32,165.0,70.0,25.7,75522,12541,18012,25663,33022
24637,29,178.0,82.0,25.9,5363,4090,8950,8980,137383
24637,37,175.0,75.0,24.5,40098,38023,19187,30551,36907
24639,29,169.0,83.0,29.1,60845,21023,50401,8839,23665
24639,40,178.0,84.0,26.5,9532,18616,88719,28706,19200
24641,39,178.0,84.0,26.5,30006,50989,27388,41819,14573
24642,44,180.0,91.0,28.1,30006,26199,54133,27846,26592
24643,23,183.0,82.0,24.5,35431,36217,44583,23061,25495
24644,41,178.0,83.0,26.2,20685,24511,51482,51547,16563
24645,36,183.0,88.0,26.3,26601,40971,54615,25959,16645
24646,40,180.0,82.0,25.3,36340,34200,37669,30303,26282
24647,37,178.0,87.0,27.5,20685,26374,54602,35278,27859
24648,27,178.0,84.0,26.5,5891,28460,46290,38833,45333
24649,36,178.0,84.0,26.5,25821,35126,32690,46332,24843
24650,33,178.0,86.0,27.1,51743,9891,55035,17367,30789
24651,28,178.0,84.0,26.5,22015,41201,51842,29187,20583
24652,29,180.0,90.0,27.8,15232,36164,50098,26439,36907
24653,35,173.0,73.0,24.4,43323,38490,27193,36981,18860
24654,46,185.0,88.0,25.7,30006,47650,23561,28335,35296
24655,35,178.0,90.0,28.4,30006,26641,44433,41051,22727
24656,34,178.0,84.0,26.5,18902,21456,59216,48451,16839
24657,30,178.0,89.0,28.1,1205,5971,11733,8576,137383
24658,27,180.0,86.0,26.5,5891,10102,5238,6258,137383
24659,29,171.0,83.0,28.4,20070,5432,177,1814,137383
24660,29,170.0,73.0,25.3,35431,44607,38425,25021,21394
24661,33,185.0,82.0,24.0,23544,25791,40538,27974,47044
24662,33,188.0,95.0,26.9,27384,31612,48965,34312,22632
24663,46,180.0,84.0,25.9,18902,47507,25797,42867,29847
24664,26,178.0,84.0,26.5,33428,32598,33982,26395,38522
24665,35,178.0,84.0,26.5,37269,32641,43928,33430,17684
24666,29,183.0,87.0,26.0,29001,31070,66007,23432,15447
24667,19,175.0,75.0,24.5,72885,44408,18802,4875,23988
24668,32,183.0,79.0,23.6,43323,50123,16151,21686,33677
24669,26,175.0,74.0,24.2,36340,33784,31161,18349,45333
24670,27,183.0,79.0,23.6,44376,19749,27522,37113,36211
24670,32,178.0,99.0,31.2,30006,26488,39324,33490,35663
24672,42,178.0,85.0,26.8,22820,48792,42485,23028,27859
24673,26,188.0,87.0,24.6,30006,26049,59122,21556,28272
24674,29,178.0,84.0,26.5,6260,1784,16322,3260,137383
24675,27,175.0,66.0,21.6,67855,23028,20251,35863,18013
24676,38,176.0,87.0,28.1,35431,28284,23011,52252,26038
24677,38,188.0,86.0,24.3,35431,38584,14492,33094,43416
24677,40,178.0,79.0,24.9,51743,27688,21174,30735,33677
24679,30,178.0,84.0,26.5,25821,33637,65514,20594,19453
24680,26,178.0,84.0,26.5,39132,42316,35633,29680,18268
24681,39,182.0,92.0,27.8,22015,15649,23980,42811,60591
24682,23,180.0,80.0,24.7,29001,28917,30571,19198,57369
24683,25,178.0,84.0,26.5,94971,37602,7480,17108,7901
24684,31,178.0,73.0,23.0,50223,13226,36468,52760,12386
24685,25,173.0,88.0,29.4,51743,21866,41245,28098,22117
24686,32,168.0,93.0,33.0,18387,22460,63088,42867,18268
24687,32,178.0,86.0,27.1,45485,20131,30041,35745,33677
24688,33,183.0,91.0,27.2,33428,23148,25884,49601,33022
24689,28,173.0,98.0,32.7,26601,17816,33587,58255,28827
24689,39,168.0,86.0,30.5,34698,58011,20077,32594,19706
24691,32,177.0,69.0,22.0,58854,41945,25921,17226,21147
24692,34,176.0,84.0,27.1,24248,11188,54153,64730,10775
24693,32,178.0,84.0,26.5,30006,41475,32894,11445,49276
24694,30,182.0,89.0,26.9,3020,4279,8610,11805,137383
24694,30,168.0,78.0,27.6,77144,13860,36336,13991,23766
24696,36,183.0,93.0,27.8,22820,18219,62463,35316,26282
24697,28,185.0,83.0,24.3,14443,32781,59211,24993,33677
24698,32,178.0,77.0,24.3,77144,17301,16102,23146,31413
24699,49,178.0,86.0,27.1,51743,22538,21462,28098,41267
24700,34,178.0,84.0,26.5,25056,49512,19039,19198,52306
24701,29,178.0,84.0,26.5,5609,37049,39320,51732,31413
24702,38,170.0,79.0,27.3,34003,26316,15743,32736,56345
24703,21,176.0,80.0,25.8,35431,40290,23694,45146,20583
24704,42,175.0,84.0,27.4,45485,20151,27779,58494,13251
24706,31,175.0,78.0,25.5,72885,16020,29138,20534,26592
24707,22,181.0,83.0,25.3,2225,32944,51290,48484,30233
24708,35,178.0,84.0,26.5,22015,16643,51553,25696,49276
24709,31,176.0,85.0,27.4,23544,33213,48371,35787,24285
24710,25,182.0,82.0,24.8,20685,47576,39574,23689,33677
24711,39,173.0,88.0,29.4,35431,50989,6736,32627,39421
24712,22,178.0,84.0,26.5,34003,37736,42470,33857,17150
24713,25,173.0,81.0,27.1,62995,15072,38217,23558,25378
24714,43,175.0,76.0,24.8,30006,33819,34354,20857,46190
24715,30,178.0,79.0,24.9,7913,5299,6609,8025,137383
24716,28,178.0,84.0,26.5,45485,36286,13735,32076,37651
24717,34,188.0,95.0,26.9,15232,43081,30134,39148,37651
24718,46,178.0,81.0,25.6,88957,25888,4509,25550,20349
24719,21,175.0,85.0,27.8,59872,27215,23998,25344,28827
24719,36,185.0,91.0,26.6,27384,25353,43055,37504,31960
24721,27,178.0,84.0,26.5,30006,33929,33773,42054,25495
24722,27,178.0,84.0,26.5,14443,38667,42059,37067,33022
24723,40,173.0,82.0,27.4,62995,22178,21082,36992,22028
24724,33,178.0,84.0,26.5,46622,21360,24766,43702,28827
24725,39,180.0,84.0,25.9,51743,25842,21629,44394,21670
24726,34,162.0,78.0,29.7,90442,17242,9371,20368,27859
24726,30,168.0,71.0,25.2,83860,32894,12746,18864,16918
24728,36,175.0,82.0,26.8,62995,15553,27008,22089,37651
24729,26,178.0,70.0,22.1,61906,26199,20362,24288,32543
24730,28,180.0,75.0,23.1,58854,38894,15813,19198,32543
24731,30,171.0,78.0,26.7,51743,34626,44570,21294,13070
24732,31,178.0,84.0,26.5,18902,30937,26729,40033,48708
24733,27,188.0,100.0,28.3,15232,29730,46372,49260,24718
24734,29,168.0,74.0,26.2,58854,20555,53209,18057,14640
24735,30,183.0,80.0,23.9,13831,54144,43055,28659,25647
24736,45,187.0,80.0,22.9,26601,21105,76574,25727,15331
24737,37,178.0,95.0,30.0,42298,16908,37256,42285,26592
24738,32,167.0,80.0,28.7,75522,23324,21644,26511,18341
24739,25,175.0,79.0,25.8,82969,20958,16790,26439,18188
24739,42,173.0,75.0,25.1,41254,39833,36930,28899,18428
24739,39,175.0,102.0,33.3,25056,54093,34354,31884,19957
24742,37,190.0,84.0,23.3,30006,28553,42829,22690,41267
24743,27,178.0,84.0,26.5,12109,37476,59119,18995,37651
24744,34,178.0,84.0,26.5,21334,30152,59216,15229,39421
24745,26,185.0,85.0,24.8,42298,12257,22693,22850,65259
24746,35,185.0,79.0,23.1,60845,31424,13601,23842,35663
24747,32,175.0,86.0,28.1,34698,18301,47545,46410,18428
24748,25,175.0,83.0,27.1,43323,41553,10036,37449,33022
24749,30,180.0,88.0,27.2,30006,34219,30033,32608,38522
24750,26,170.0,75.0,26.0,61906,21412,18058,26367,37651
24751,42,183.0,82.0,24.5,33428,48896,6609,46619,29847
24752,29,178.0,84.0,26.5,6260,82340,17304,26967,32543
24754,29,175.0,70.0,22.9,90442,27755,10758,7639,28827
24755,45,183.0,82.0,24.5,26601,32194,46446,29395,30789
24756,39,175.0,77.0,25.1,40098,17936,45240,28483,33677
24757,34,177.0,82.0,26.2,10347,31520,40610,49938,33022
24758,34,190.0,93.0,25.8,18387,27222,68226,22778,28827
24759,34,188.0,94.0,26.6,8828,15747,71825,37081,31960
24760,31,186.0,86.0,24.9,22015,34898,40079,24146,44305
24761,20,178.0,84.0,26.5,51743,45126,6630,23432,38522
24762,32,178.0,75.0,23.7,34003,20068,46503,48968,15917
24763,31,186.0,90.0,26.0,19508,27099,37708,45862,35296
24764,32,178.0,84.0,26.5,48983,43220,26755,24667,21855
24765,29,178.0,84.0,26.5,45485,36998,41714,30987,10301
24766,28,178.0,86.0,27.1,28158,25165,12445,88138,11590
24767,32,168.0,78.0,27.6,64185,27548,41090,11635,21039
24767,30,182.0,86.0,26.0,24248,56132,33458,34267,17392
24769,40,178.0,89.0,28.1,41254,22582,22860,59181,19627
24770,24,178.0,68.0,21.5,45485,31520,20417,25768,42321
24771,28,183.0,80.0,23.9,34698,19837,44908,26652,39421
24772,33,178.0,83.0,26.2,21334,27834,30199,55365,30789
24773,34,178.0,88.0,27.8,40098,25567,21801,37699,40358
24774,36,184.0,83.0,24.5,34003,28553,42004,25307,35663
24775,42,178.0,84.0,26.5,57967,20846,44988,14747,26987
24776,35,183.0,88.0,26.3,30006,32985,28589,45694,28272
24777,29,178.0,84.0,26.5,44376,21182,21703,51696,26592
24778,19,178.0,84.0,26.5,71633,31424,21746,9342,31413
24779,39,183.0,84.0,25.1,51743,25567,52716,13874,21670
24780,29,170.0,79.0,27.3,77144,31218,9366,32998,14847
24781,26,180.0,85.0,26.2,882,6583,4895,15836,137383
24782,39,180.0,75.0,23.1,37269,44340,8773,35779,39421
24783,31,183.0,81.0,24.2,18902,48927,21462,35026,41267
24784,32,178.0,84.0,26.5,30006,35823,47676,25799,26282
24785,27,184.0,88.0,26.0,29001,31424,63305,19332,22525
24786,26,183.0,87.0,26.0,10735,29627,35428,58391,31413
24787,36,170.0,80.0,27.7,47717,34516,27104,16840,39421
24788,25,180.0,82.0,25.3,20070,32194,44312,45808,23231
24789,33,173.0,75.0,25.1,51743,28673,27711,23819,33677
24790,27,178.0,84.0,26.5,20070,24593,62238,30463,28272
24791,27,178.0,84.0,26.5,34003,20068,61267,23320,26987
24792,39,178.0,84.0,26.5,44376,32394,15804,36864,36211
24793,50,183.0,91.0,27.2,33428,22890,40480,25441,43416
24794,42,170.0,70.0,24.2,51743,37535,13851,21260,41267
24795,27,178.0,84.0,26.5,34003,30854,42321,28247,30233
24796,32,180.0,82.0,25.3,30006,18626,15401,19945,81683
24797,32,178.0,85.0,26.8,30006,20526,62950,19158,33022
24798,28,183.0,94.0,28.1,13831,32985,26561,32586,59704
24799,48,175.0,79.0,25.8,51743,29495,39883,23320,21228
24800,36,176.0,83.0,26.8,5609,12755,6000,3933,137383
24800,39,183.0,89.0,26.6,35431,24416,44875,31367,29591
24802,31,178.0,82.0,25.9,8179,9088,2955,8076,137383
24802,39,173.0,82.0,27.4,43323,30548,42354,23174,26282
24804,24,170.0,66.0,22.8,51743,25223,55494,10289,22935
24805,23,178.0,84.0,26.5,27384,18620,58982,36714,23988
24806,37,172.0,75.0,25.4,51743,25052,21262,36221,31413
24807,25,178.0,84.0,26.5,69077,11645,15977,27732,41267
24808,26,178.0,84.0,26.5,12109,3060,9892,3260,137383
24808,31,180.0,84.0,25.9,30006,22812,42709,34881,35296
24810,29,165.0,73.0,26.8,62995,14970,28776,30137,28827
24811,39,178.0,84.0,26.5,6260,37288,44652,71950,5561
24812,47,183.0,88.0,26.3,20070,26107,17504,78694,23338
24813,23,178.0,84.0,26.5,51743,35373,24909,36854,16839
24814,40,189.0,89.0,24.9,22820,19197,23880,71970,27859
24815,27,175.0,73.0,23.8,29001,25507,14441,64820,31960
24815,40,178.0,84.0,26.5,22015,28553,42409,46160,26592
24818,26,178.0,82.0,25.9,11188,65327,49623,23931,15680
24819,39,178.0,69.0,21.8,67855,30961,12137,23391,31413
24820,20,185.0,79.0,23.1,45485,30998,40718,18970,29591
24822,41,175.0,90.0,29.4,44376,36394,36762,25307,22935
24823,21,171.0,75.0,25.6,6260,34557,37564,61382,26038
24824,45,180.0,88.0,27.2,57100,23294,33798,24642,26987
24825,19,175.0,102.0,33.3,30006,8808,62036,55019,9960
24826,39,183.0,80.0,23.9,35431,35373,25213,28563,41267
24827,37,175.0,72.0,23.5,44376,31612,35598,36166,18098
24827,31,182.0,82.0,24.8,42298,38453,28186,33356,23557
24829,34,170.0,75.0,26.0,62995,38703,27068,12250,24843
24829,21,178.0,84.0,26.5,17433,44071,48644,42117,13594
24831,26,178.0,88.0,27.8,48983,22841,32594,27769,33677
24832,33,178.0,84.0,26.5,5891,32167,51482,48472,27859
24833,30,188.0,92.0,26.0,3860,47598,49013,45784,19627
24834,35,175.0,70.0,22.9,35431,31218,15523,41391,42321
24835,24,178.0,84.0,26.5,50223,46609,25703,21326,22028
24835,34,178.0,84.0,26.5,46622,27468,24909,43124,23766
24837,32,175.0,79.0,25.8,40098,35574,30183,26367,33677
24838,30,178.0,93.0,29.4,40098,23074,38075,23391,41267
24839,53,178.0,89.0,28.1,29001,27055,28668,54900,26282
24842,32,178.0,84.0,26.5,41254,28917,44312,21192,30233
24843,27,178.0,84.0,26.5,27384,25842,54642,21134,36907
24844,26,178.0,75.0,23.7,70344,29071,19193,28014,19291
24845,35,178.0,84.0,26.5,20070,53067,9785,58899,24103
24846,43,183.0,85.0,25.4,25821,32873,42751,40284,24196
24847,22,168.0,76.0,26.9,30006,36735,17032,14029,68128
24848,35,184.0,90.0,26.6,44376,11188,63436,24098,22835
24849,25,178.0,84.0,26.5,12109,33045,71527,24411,24843
24850,31,169.0,72.0,25.2,30006,41201,47285,20056,27392
24851,19,178.0,84.0,26.5,17433,33001,45277,34567,35663
24852,25,178.0,84.0,26.5,39132,46343,30698,16748,33022
24853,26,178.0,78.0,24.6,40098,51309,22421,28899,23231
24854,38,180.0,81.0,25.0,56339,32497,26111,21422,29591
24855,37,183.0,88.0,26.3,9881,19354,88182,31483,17075
24856,26,183.0,85.0,25.4,41254,21672,37031,30726,35296
24856,30,183.0,81.0,24.2,30006,38316,39552,26145,31960
24858,31,178.0,81.0,25.6,22820,47181,37991,20339,37651
24859,40,170.0,86.0,29.8,30006,34898,36968,55249,8871
24859,43,185.0,86.0,25.1,51743,18324,43147,21365,31413
24861,31,180.0,91.0,28.1,3482,284,158693,1814,1722
24862,27,180.0,90.0,27.8,33428,29071,39717,33554,30233
24864,36,177.0,90.0,28.7,26601,11171,30116,88524,9597
24865,33,180.0,91.0,28.1,47717,11469,46477,45146,15203
24866,27,178.0,86.0,27.1,18387,15438,62950,30717,38522
24867,28,173.0,73.0,24.4,39132,28284,25855,42898,29847
24868,21,173.0,89.0,29.7,30006,21182,49191,58035,7606
24869,31,190.0,92.0,25.5,26601,53088,8426,30867,47044
24870,27,165.0,79.0,29.0,60845,15385,43795,26550,19453
24871,37,178.0,70.0,22.1,37269,37178,43883,14023,33677
24872,24,191.0,96.0,26.3,11188,85291,14096,23501,31960
24873,38,173.0,77.0,25.7,71633,27525,3776,39873,23231
24874,32,178.0,84.0,26.5,77144,18844,40588,20402,9065
24875,33,174.0,78.0,25.8,51743,18690,9405,58814,27392
24876,39,173.0,73.0,24.4,51743,13300,10109,21795,69099
24877,46,183.0,98.0,29.3,28158,23447,31199,43827,39421
24878,30,178.0,84.0,26.5,11188,32732,22173,78732,21228
24878,45,178.0,95.0,30.0,45485,24938,29206,40142,26282
24880,36,188.0,102.0,28.9,4068,8263,8900,7447,137383
24881,29,175.0,92.0,30.0,57100,29847,19460,29435,30233
24883,32,170.0,77.0,26.6,66670,22489,12431,45398,19103
24884,35,178.0,95.0,30.0,42298,13153,45203,26932,38522
24884,40,176.0,80.0,25.8,58854,28284,20025,21294,37651
24886,43,178.0,76.0,24.0,38189,33875,59535,17207,17303
24887,25,180.0,75.0,23.1,34003,53052,22421,25845,30789
24888,22,185.0,91.0,26.6,2684,4369,17064,4611,137383
24889,31,173.0,84.0,28.1,40098,30012,38780,31575,25647
24890,32,183.0,85.0,25.4,47717,24243,28308,45418,20429
24891,29,185.0,82.0,24.0,22015,46204,55067,28857,13973
24892,26,178.0,84.0,26.5,25056,56806,14590,39445,30233
24893,25,178.0,82.0,25.9,12686,4069,3520,8473,137383
24894,33,168.0,70.0,24.8,58854,34162,17835,18384,36907
24895,32,185.0,84.0,24.5,8517,29748,65289,40923,21670
24895,26,178.0,103.0,32.5,21334,29549,43135,49101,23028
24897,26,178.0,84.0,26.5,46622,33213,30299,35666,20349
24898,29,178.0,91.0,28.7,40098,18606,37762,42700,26987
24900,35,188.0,93.0,26.3,20070,8046,62132,55148,20764
24901,35,178.0,84.0,26.5,21334,51542,12520,64850,15917
24902,22,178.0,83.0,26.2,51743,19207,67545,11546,16130
24903,36,176.0,91.0,29.4,27384,40732,27644,48643,21769
24904,29,183.0,86.0,25.7,30006,11494,49228,59036,16412
24904,31,173.0,88.0,29.4,44376,38074,45653,18446,19627
24906,29,175.0,79.0,25.8,88957,7225,25527,16196,28272
24907,27,181.0,90.0,27.5,13831,22005,65966,27480,36907
24908,39,178.0,84.0,26.5,23544,29114,32529,52731,28272
24909,22,178.0,84.0,26.5,39132,37012,21360,37903,30789
24910,34,185.0,92.0,26.9,12686,36566,60043,32298,24613
24911,22,183.0,88.0,26.3,9881,17370,54017,42626,42321
24911,34,170.0,75.0,26.0,28158,49992,15709,42765,29591
24913,30,178.0,84.0,26.5,60845,19694,28831,17428,39421
24914,30,178.0,74.0,23.4,40098,30998,39915,25626,29591
24915,36,170.0,70.0,24.2,72885,21105,11443,18476,42321
24916,38,187.0,97.0,27.7,11645,32958,44382,47014,30233
24917,36,181.0,77.0,23.5,5891,37132,56822,28758,37651
24918,29,177.0,80.0,25.5,30006,34325,31015,30551,40358
24919,47,173.0,85.0,28.4,57100,17686,36868,35499,19103
24920,27,178.0,84.0,26.5,13218,40524,65499,16785,30233
24921,29,182.0,93.0,28.1,15232,28035,74634,25550,22835
24922,36,178.0,86.0,27.1,30006,38453,14815,46804,36211
24923,29,178.0,84.0,26.5,57100,34047,25800,29307,20040
24924,34,178.0,84.0,26.5,18387,39397,42207,20117,46190
24925,28,178.0,84.0,26.5,41254,66814,4699,16625,36907
24926,45,178.0,93.0,29.4,17871,29910,66999,31094,20429
24927,23,178.0,84.0,26.5,11188,53189,44609,25919,31413
24927,35,184.0,80.0,23.6,46622,30998,38301,20806,29591
24929,26,178.0,84.0,26.5,50223,13509,57356,7586,37651
24930,44,180.0,86.0,26.5,50223,15385,32540,48472,19706
24931,31,173.0,66.0,22.1,57100,30636,23980,22656,31960
24932,39,178.0,84.0,26.5,30006,36735,38099,37392,24103
24933,29,178.0,84.0,26.5,43323,34557,51735,17963,18758
24934,31,178.0,95.0,30.0,30006,35854,40178,36962,23338
24935,50,178.0,86.0,27.1,51743,15723,54256,20009,24613
24936,39,178.0,93.0,29.4,51743,13966,29278,46515,24843
24937,27,178.0,84.0,26.5,33428,35294,40012,21402,36211
24938,37,175.0,88.0,28.7,38189,32985,33976,30409,30789
24940,34,178.0,84.0,26.5,18902,20334,42047,49421,35663
24941,19,178.0,84.0,26.5,39132,27688,31827,27385,40358
24942,34,180.0,82.0,25.3,61906,17936,15597,33305,37651
24942,30,175.0,84.0,27.4,66670,22130,41502,18943,17150
24946,31,178.0,79.0,24.9,48983,30581,21557,11031,54270
24948,35,188.0,93.0,26.3,24248,31842,46309,35203,28827
24949,33,178.0,87.0,27.5,37269,30127,43435,26774,28827
24950,34,183.0,84.0,25.1,33428,31520,18022,24449,59019
24950,30,185.0,98.0,28.6,18902,27575,71400,27414,21147
24952,33,173.0,74.0,24.7,42298,20488,11433,51867,40358
24953,30,178.0,79.0,24.9,47717,44071,33976,24774,15917
24954,28,185.0,85.0,24.8,30006,20927,15028,55162,45333
24955,26,178.0,79.0,24.9,17871,31842,75954,24535,16261
24956,28,180.0,98.0,30.2,4068,5582,11969,7467,137383
24957,30,178.0,84.0,26.5,521,8390,8912,11271,137383
24958,26,180.0,76.0,23.5,23544,40971,37680,37691,26592
24959,17,178.0,84.0,26.5,118145,15091,19121,5756,8376
24962,38,173.0,75.0,25.1,75522,16198,23910,39930,10956
24962,39,170.0,77.0,26.6,51743,19893,46786,28388,19706
24964,31,175.0,79.0,25.8,51743,37258,21548,22294,33677
24965,39,168.0,75.0,26.6,30006,41769,26125,17636,50989
24966,31,190.0,84.0,23.3,919,9278,13194,5756,137383
24967,44,178.0,79.0,24.9,15232,48980,54088,39943,8293
24968,30,178.0,89.0,28.1,33428,24134,63273,17855,27859
24969,28,178.0,84.0,26.5,34698,33833,33815,33972,30233
24970,28,178.0,84.0,26.5,30006,24394,47187,28758,36211
24971,32,178.0,84.0,26.5,84924,28588,2401,16970,33677
24972,39,170.0,84.0,29.1,46622,11667,45636,40121,22525
24973,32,178.0,86.0,27.1,51743,28553,22484,33948,29847
24975,39,179.0,80.0,25.0,38189,39868,45490,24018,19021
24976,30,183.0,100.0,29.9,10347,40635,59603,27732,28272
24977,35,176.0,85.0,27.4,30006,16659,59453,15176,45333
24978,30,176.0,81.0,26.1,61906,28158,20325,27414,28827
24979,44,188.0,96.0,27.2,30006,29529,27026,52690,27392
24980,31,180.0,84.0,25.9,5102,2355,14323,7484,137383
24981,26,175.0,78.0,25.5,5102,1214,158693,752,889
24982,20,180.0,80.0,24.7,35431,38428,35774,17600,39421
