rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
24121,45,178.0,84.0,26.5,57100,22617,39596,28098,14488
24122,31,178.0,84.0,26.5,29001,34758,46702,22631,28827
24123,32,168.0,66.0,23.4,40098,65191,9394,17653,29591
24123,35,172.0,73.0,24.7,35431,33513,45135,10941,36907
24125,43,178.0,84.0,26.5,25056,80319,16832,22725,16999
24126,21,183.0,76.0,22.7,30006,30452,37166,25799,38522
24127,26,170.0,75.0,26.0,67855,32497,20371,22955,18268
24128,40,190.0,93.0,25.8,25821,22711,48879,34303,30233
24130,30,178.0,84.0,26.5,66670,36339,24362,20736,13856
24131,47,175.0,80.0,26.1,47717,25507,31161,29307,28272
24133,24,178.0,84.0,26.5,46622,26819,8376,36742,43416
24134,29,190.0,102.0,28.3,5102,32732,64992,32168,26987
24135,36,172.0,68.0,23.0,67855,37032,2997,24257,29847
24135,32,184.0,83.0,24.5,30006,36735,26741,46102,22404
24137,38,170.0,83.0,28.7,34003,25597,23937,51867,26592
24138,47,180.0,81.0,25.0,39132,38117,35024,25959,23766
24139,27,176.0,79.0,25.5,41254,38894,15189,31011,35663
24140,39,178.0,95.0,30.0,12686,32361,54336,35642,26987
24141,46,170.0,78.0,27.0,51743,37535,40314,14569,17856
24142,23,175.0,85.0,27.8,9881,14134,48714,68142,21147
24143,35,185.0,100.0,29.2,13218,40137,26755,51677,30233
24144,17,178.0,84.0,26.5,50223,37132,17580,27507,29591
24145,21,188.0,86.0,24.3,407,23935,78236,42231,17225
24146,29,178.0,93.0,29.4,38189,51700,12995,25477,33677
24147,33,178.0,84.0,26.5,12686,33744,56867,27335,31413
24148,33,183.0,95.0,28.4,30006,42118,35493,29596,24843
24149,33,168.0,75.0,26.6,50223,39031,43709,17136,11962
24150,41,178.0,84.0,26.5,19508,20739,68091,39934,13792
24151,30,178.0,74.0,23.4,37269,36915,22354,23209,42321
24152,30,168.0,68.0,24.1,77144,25219,11441,19457,28827
24153,46,175.0,76.0,24.8,46622,45126,9041,28758,32543
24154,34,190.0,83.0,23.0,51743,37476,13028,21326,38522
24155,19,168.0,66.0,23.4,71633,27653,9439,7182,46190
24156,16,175.0,67.0,21.9,56339,34416,20069,29344,21931
24157,38,180.0,84.0,25.9,44376,24996,20146,48821,23766
24158,18,178.0,84.0,26.5,45485,34416,24248,33267,24718
24159,31,190.0,86.0,23.8,29001,41666,17893,29273,44305
24160,30,183.0,86.0,25.7,51743,22442,16851,32582,38522
24161,30,178.0,75.0,23.7,30006,26199,36643,35621,33677
24162,36,178.0,84.0,26.5,39132,28515,34476,35556,24468
24163,38,178.0,88.0,27.8,41254,31307,25898,34870,28827
24164,31,180.0,83.0,25.6,17871,26556,41872,55094,20764
24165,40,178.0,93.0,29.4,1939,19808,68950,36166,35296
24166,34,180.0,79.0,24.4,51743,17002,57938,17621,17856
24167,33,178.0,84.0,26.5,21334,20033,51946,42811,26038
24168,28,186.0,92.0,26.6,29001,21985,44499,29027,37651
24169,36,178.0,84.0,26.5,104353,12661,20474,12413,12266
24171,35,183.0,88.0,26.3,20685,32361,28098,35695,45333
24172,27,180.0,84.0,25.9,29001,17301,50382,42556,22935
24173,25,178.0,84.0,26.5,9188,31424,26478,61416,33677
24174,35,183.0,95.0,28.4,3675,2064,32211,12845,111391
24175,23,178.0,82.0,25.9,26601,21672,49372,20242,44305
24176,27,170.0,76.0,26.3,47717,9384,40202,36064,28827
24177,25,171.0,85.0,29.1,43323,26374,40448,19040,33022
24178,40,178.0,84.0,26.5,30006,44071,39829,33173,15130
24179,40,183.0,79.0,23.6,46622,34325,15686,42743,22835
24180,30,179.0,80.0,25.0,30006,66202,8426,30995,26592
24181,29,175.0,77.0,25.1,45485,37676,13990,21656,43416
24182,35,178.0,84.0,26.5,48983,40746,35003,21668,15828
24183,50,178.0,91.0,28.7,51743,23193,26134,36194,24966
24184,41,183.0,86.0,25.7,4678,39270,54540,26097,37651
24185,36,178.0,86.0,27.1,47717,29794,14539,38781,31413
24186,36,178.0,84.0,26.5,51743,32732,32321,17591,27859
24187,33,174.0,80.0,26.4,60845,30312,21329,21903,27859
24187,25,178.0,84.0,26.5,30006,22028,48879,22813,38522
24189,19,180.0,79.0,24.4,27384,14134,71652,31947,17150
24191,33,188.0,88.0,24.9,22820,28001,35640,35450,40358
24192,46,178.0,78.0,24.6,46622,19550,52200,24608,19291
24193,35,177.0,76.0,24.3,50223,25454,42167,27041,17392
24194,40,179.0,88.0,27.5,51743,21456,17565,47958,23557
24195,28,180.0,77.0,23.8,47717,29329,34287,18412,32543
24196,36,178.0,88.0,27.8,28158,34325,37887,42556,19369
24197,28,180.0,80.0,24.7,1812,14288,5554,3260,137383
24198,33,178.0,87.0,27.5,27384,26316,33999,40923,33677
24199,30,185.0,100.0,29.2,9188,23173,56880,48602,24468
24200,36,186.0,82.0,23.7,20070,33105,26643,33218,49276
24201,34,178.0,84.0,26.5,77144,30012,11922,22755,20494
24201,24,171.0,73.0,25.0,47717,33948,36643,12606,31413
24204,16,178.0,73.0,23.0,30006,34262,18594,29395,50096
24205,36,172.0,82.0,27.7,61906,30581,18044,21596,30233
24206,49,179.0,95.0,29.6,34003,22765,37928,25344,42321
24207,30,170.0,75.0,26.0,59872,20526,34476,19638,27859
24208,45,178.0,70.0,22.1,62995,31183,35319,23432,9452
24209,39,178.0,84.0,26.5,38189,25526,58274,21294,19103
24210,33,178.0,84.0,26.5,82228,19714,16840,18639,24966
24211,33,185.0,82.0,24.0,23544,38703,36045,31077,33022
24212,23,178.0,78.0,24.6,37269,26316,28780,22993,47044
24213,33,175.0,84.0,27.4,29001,36984,54358,29842,12220
24214,33,175.0,70.0,22.9,64185,27688,24587,13991,31960
24215,29,178.0,89.0,28.1,17871,32672,48983,34614,28272
24216,33,188.0,86.0,24.3,33428,28701,24270,42348,33677
24217,35,178.0,84.0,26.5,59872,28310,19879,28335,26038
24218,33,165.0,73.0,26.8,77144,20642,4801,23646,36211
24219,41,183.0,88.0,26.3,15232,19868,62106,45126,20114
24220,34,178.0,84.0,26.5,51743,24723,24766,39854,21394
24221,35,175.0,71.0,23.2,58854,37019,3845,37136,25647
24222,34,180.0,86.0,26.5,27384,33414,42118,36029,23557
24223,32,178.0,84.0,26.5,62995,43875,11383,27688,16563
24224,22,168.0,74.0,26.2,12686,56691,37461,24887,30789
24225,27,178.0,84.0,26.5,50223,52825,12292,8656,38522
24225,30,178.0,79.0,24.9,38189,32224,42847,20431,28827
24227,27,185.0,93.0,27.2,6260,9685,53840,61946,30789
24228,37,170.0,75.0,26.0,67855,13177,39803,17226,24468
24229,26,173.0,91.0,30.4,13831,17121,37762,68853,24966
24230,32,178.0,73.0,23.0,69077,37912,7147,21422,26987
24231,31,175.0,88.0,28.7,28158,31345,29033,42601,31413
24232,25,179.0,98.0,30.6,113,420,7325,153654,1040
24233,42,173.0,84.0,28.1,51743,24593,21587,51677,12954
24234,28,178.0,90.0,28.4,759,4020,10567,9829,137383
24234,28,179.0,79.0,24.7,8179,9445,1795,5756,137383
24236,31,180.0,85.0,26.2,46622,17323,36547,35799,26282
24237,47,178.0,94.0,29.7,12686,20886,42506,68569,17929
24238,35,174.0,76.0,25.1,51743,42501,24611,25959,17768
24239,44,178.0,84.0,26.5,47717,24115,19057,34044,37651
24240,43,185.0,91.0,26.6,19508,21753,59901,49461,11962
24241,32,168.0,75.0,26.6,88957,11107,31426,10673,20429
24242,17,168.0,67.0,23.7,93639,27273,8674,8297,24718
24243,25,178.0,84.0,26.5,45485,23325,52135,19732,21931
24244,27,180.0,85.0,26.2,22015,18219,59174,25550,37651
24245,43,167.0,74.0,26.5,57967,13482,42599,14886,33677
24245,31,176.0,84.0,27.1,20070,32026,19955,45227,45333
24247,27,180.0,100.0,30.9,726,1407,4916,153654,1909
24248,33,173.0,91.0,30.4,44376,32804,35774,40262,9413
24249,33,181.0,88.0,26.9,12109,18534,20688,36773,74528
24250,33,183.0,96.0,28.7,37269,41821,24587,42399,16563
24251,47,188.0,103.0,29.1,35431,23368,32580,35602,35663
24252,27,171.0,70.0,23.9,51743,28001,27483,25588,29847
24253,39,178.0,91.0,28.7,17433,12396,59771,51757,21306
24254,38,188.0,86.0,24.3,4678,19273,62000,46482,30233
24255,36,173.0,77.0,25.7,28158,33704,34298,28857,37651
24256,27,178.0,84.0,26.5,44376,43045,24122,18590,32543
24256,28,178.0,84.0,26.5,67855,20712,31889,21073,21147
24258,30,172.0,70.0,23.7,41254,37623,32432,23978,27392
24259,43,181.0,89.0,27.2,33428,27275,21245,43081,37651
24260,23,178.0,78.0,24.6,33428,28553,46672,28200,25832
24261,38,170.0,79.0,27.3,74157,26138,23210,15422,23766
24263,17,167.0,67.0,24.0,64185,34599,17333,23028,23557
24265,40,175.0,76.0,24.8,51743,31183,22764,42314,14714
24266,40,180.0,99.0,30.6,10735,15679,88481,31999,15828
24267,27,178.0,84.0,26.5,91825,17686,8803,19570,24843
24268,45,186.0,85.0,24.6,25056,50079,24499,32309,30789
24269,28,173.0,73.0,24.4,14443,4217,1725,4968,137383
24269,30,178.0,84.0,26.5,57100,20177,30452,24774,30233
24271,30,178.0,84.0,26.5,13831,36363,28200,38160,46190
24272,27,179.0,82.0,25.6,15232,30687,28438,43056,45333
24272,34,174.0,75.0,24.8,51743,16581,56039,21971,16412
24274,26,188.0,83.0,23.5,37269,18506,56556,17394,33022
24275,36,184.0,78.0,23.0,33428,34758,26032,29110,39421
24276,31,185.0,90.0,26.3,17871,43560,23679,39123,38522
24277,34,178.0,84.0,26.5,25821,79979,21478,10868,24613
24277,43,172.0,69.0,23.3,28158,16603,70692,13629,33677
24277,39,173.0,77.0,25.7,60845,34898,14924,19549,32543
24280,31,171.0,81.0,27.7,34003,19550,22292,58097,28827
24281,43,190.0,98.0,27.1,8828,46815,28601,38175,40358
24282,38,178.0,77.0,24.3,30006,35294,19158,34015,44305
24283,30,178.0,84.0,26.5,34698,37148,52934,15693,22309
24284,36,178.0,84.0,26.5,51743,20270,14236,25550,50989
24285,34,172.0,74.0,25.0,93639,27780,8765,6961,25647
24286,33,183.0,82.0,24.5,46622,47990,28971,10941,28272
24287,30,183.0,87.0,26.0,25821,29812,22236,46410,38522
24288,29,167.0,72.0,25.8,17871,5741,251,1573,137383
24289,27,178.0,84.0,26.5,62995,31218,14427,23391,30789
24290,35,178.0,73.0,23.0,45485,19047,46969,28293,23028
24290,30,175.0,70.0,22.9,47717,47990,20328,24060,22727
24292,32,170.0,77.0,26.6,34003,13247,38496,22813,54270
24292,28,183.0,88.0,26.3,27384,34712,39873,43390,17470
24294,25,179.0,74.0,23.1,37269,40752,35910,25344,23557
24295,35,178.0,84.0,26.5,14443,41945,35972,43081,27392
24296,24,178.0,84.0,26.5,4068,11555,87988,31833,27392
24296,41,178.0,84.0,26.5,30006,28952,13498,68162,22218
24298,38,183.0,90.0,26.9,46622,21550,34275,36194,24196
24299,29,178.0,84.0,26.5,56339,25842,25501,23748,31413
24300,34,175.0,85.0,27.8,34698,39893,22203,45715,20349
24301,30,178.0,84.0,26.5,40098,27705,49844,25845,19369
24302,29,185.0,85.0,24.8,8828,28406,74665,27732,23231
24303,40,190.0,95.0,26.3,15232,31612,23754,42990,49276
24304,37,165.0,70.0,25.7,65491,33929,27478,9929,26038
24305,28,180.0,87.0,26.9,35431,31842,24679,47040,23878
24306,34,183.0,84.0,25.1,51743,26613,17925,40969,25647
24307,33,182.0,83.0,25.1,25056,27028,54745,20777,35296
24309,38,173.0,81.0,27.1,43323,16628,45667,24744,32543
24310,25,178.0,86.0,27.1,50223,22991,32090,36924,20680
24311,30,178.0,84.0,26.5,51743,42961,8549,30841,28827
24312,30,180.0,86.0,26.5,30006,41524,22326,36050,33022
24313,34,183.0,88.0,26.3,36340,22152,51530,15256,37651
24314,31,175.0,80.0,26.1,10347,26441,65013,30344,30789
24315,24,180.0,93.0,28.7,59872,24196,28345,24487,26038
24316,37,178.0,87.0,27.5,61906,28633,19869,16329,36211
24317,38,173.0,79.0,26.4,29001,14719,53909,42385,22935
24318,37,180.0,76.0,23.5,34698,45102,20336,33993,28827
24319,34,183.0,84.0,25.1,25821,28238,55846,28857,24196
24320,35,177.0,79.0,25.2,44376,23427,35889,29680,29591
24321,43,180.0,84.0,25.9,42298,46383,11498,13510,49276
24322,33,178.0,82.0,25.9,5609,40290,26386,55019,35663
24323,42,180.0,88.0,27.2,46622,32194,17733,36578,29847
24324,38,173.0,75.0,25.1,56339,33819,33111,21044,18664
24325,27,178.0,84.0,26.5,30006,14787,40588,39965,37651
24326,45,183.0,82.0,24.5,27384,21456,68249,32130,13792
24327,35,183.0,79.0,23.6,48983,50843,13729,23978,25495
24328,24,178.0,85.0,26.8,41254,18027,27336,39508,36907
24329,26,173.0,83.0,27.7,44376,38851,29388,31051,19369
24330,21,173.0,84.0,28.1,41254,42118,19195,34201,26282
24331,32,190.0,102.0,28.3,20685,26410,90357,18529,7071
24332,33,178.0,75.0,23.7,25821,44450,46425,25419,20948
24333,23,185.0,82.0,24.0,5363,5456,8280,6584,137383
24334,41,178.0,84.0,26.5,39132,31987,24086,40877,26987
24335,28,178.0,84.0,26.5,24248,13226,58450,45557,21592
24336,28,175.0,84.0,27.4,70344,28061,25520,20490,18664
24337,38,188.0,85.0,24.0,22015,14927,47020,42222,36907
24337,30,178.0,77.0,24.3,44376,28061,38326,31899,20429
24339,29,190.0,94.0,26.0,23544,17850,74641,22446,24613
24340,38,185.0,96.0,28.0,58854,15855,22519,32191,33677
24341,30,178.0,82.0,25.9,65491,29211,20754,22544,25100
24343,36,178.0,73.0,23.0,41254,31462,41187,28335,20864
24344,44,180.0,95.0,29.3,35431,29827,26915,55663,15272
24345,34,178.0,84.0,26.5,15232,39809,48286,31511,28272
24345,42,178.0,82.0,25.9,30006,31376,34752,26618,40358
24347,30,177.0,90.0,28.7,35431,36286,24438,37113,29847
24348,25,185.0,95.0,27.8,39132,25966,25085,36733,36211
24349,30,183.0,73.0,21.8,59872,33496,7249,26304,36211
24350,29,185.0,78.0,22.8,13831,49690,46325,31269,22028
24351,32,168.0,75.0,26.6,51743,36164,20395,21166,33677
24351,28,183.0,72.0,21.5,29001,40922,42439,23391,27392
24353,28,178.0,92.0,29.0,2794,2041,9627,11313,137383
24354,21,180.0,74.0,22.8,39132,50740,32804,9694,30789
24355,30,175.0,82.0,26.8,34003,33875,45718,21294,28272
24355,36,180.0,89.0,27.5,39132,27055,30199,27355,39421
24357,31,185.0,82.0,24.0,9881,20739,51377,64959,16209
24358,34,186.0,99.0,28.6,15232,33131,71372,25419,18013
24359,41,175.0,78.0,25.5,39132,25052,52512,19486,26987
24360,38,170.0,75.0,26.0,86223,25041,19125,12359,20429
24361,41,183.0,86.0,25.7,28158,56066,29033,31260,18664
24362,36,168.0,71.0,25.2,72885,20231,22713,25046,22309
24363,34,178.0,81.0,25.6,39132,55603,32275,19945,16261
24364,30,181.0,88.0,26.9,43323,41019,45677,15655,17546
24365,43,177.0,95.0,30.3,56339,26527,12810,31884,35663
24367,50,179.0,88.0,27.5,10347,19246,37920,62691,33022
24368,36,178.0,86.0,27.1,37269,32394,13928,46619,33022
24369,31,183.0,84.0,25.1,28158,30736,30281,38770,35296
24370,40,178.0,84.0,26.5,15232,55143,21548,45288,26038
24370,24,178.0,86.0,27.1,47717,29627,21068,31815,33022
24372,26,178.0,84.0,26.5,48983,16101,44832,27846,25495
24373,39,178.0,84.0,26.5,47717,28460,12944,27095,47044
24375,37,176.0,87.0,28.1,17433,28884,56768,31918,28272
24376,33,181.0,91.0,27.8,26601,29139,36091,49042,22404
24377,21,178.0,73.0,23.0,41254,33464,24758,37210,26592
24378,18,178.0,84.0,26.5,40098,31251,46554,13977,31413
24379,36,180.0,78.0,24.1,40098,32128,26053,28809,36211
24380,25,170.0,73.0,25.3,72885,30830,10686,15229,33677
24381,23,168.0,79.0,28.0,61906,24593,12121,42285,22404
24382,27,178.0,84.0,26.5,67855,35717,14702,21480,23557
24383,37,178.0,84.0,26.5,23544,34134,54835,36955,13856
24384,30,178.0,84.0,26.5,30006,49017,34038,16593,33677
24385,32,175.0,80.0,26.1,60845,29371,16106,30423,26592
24385,41,178.0,84.0,26.5,28158,57872,22173,21457,33677
24387,20,183.0,77.0,23.0,30006,32065,54521,26884,19863
24388,32,178.0,86.0,27.1,66670,25556,13782,33144,24196
24389,35,170.0,75.0,26.0,45485,35434,23027,34795,24613
24390,26,185.0,77.0,22.5,37269,34898,56746,17443,16999
24391,28,185.0,86.0,25.1,5891,22275,14382,6258,114552
24392,24,178.0,84.0,26.5,39132,48401,36171,7705,31960
24393,29,178.0,84.0,26.5,463,40546,54377,30334,37651
24395,38,165.0,68.0,25.0,91825,20555,14871,10099,26038
24396,23,178.0,84.0,26.5,22015,47990,42631,18212,32543
24397,34,170.0,76.0,26.3,72885,30998,29258,19241,11015
24398,24,175.0,77.0,25.1,22820,34162,50366,17528,38522
24399,37,191.0,100.0,27.4,2684,10736,4017,8581,137383
24400,26,175.0,80.0,26.1,30006,38774,14276,31077,49276
24401,32,170.0,82.0,28.4,84924,12046,10757,27846,27859
24402,32,180.0,75.0,23.1,43323,42068,14504,33305,30233
24403,26,178.0,84.0,26.5,39132,23582,7776,48643,44305
24404,35,183.0,95.0,28.4,8828,22829,51977,51537,28272
24405,28,178.0,84.0,26.5,2225,24840,56707,61662,18013
24406,26,186.0,93.0,26.9,8179,40290,41620,40338,33022
24407,53,182.0,90.0,27.2,20070,42961,32555,40473,27392
24408,27,178.0,84.0,26.5,50223,24802,40431,25882,22117
24409,36,183.0,94.0,28.1,12686,46890,35694,34512,33677
24410,22,173.0,84.0,28.1,51743,36410,25425,33621,16261
24411,44,178.0,84.0,26.5,33428,37435,47033,31838,13733
24412,26,180.0,82.0,25.3,41254,30603,26675,29273,35663
24413,36,185.0,82.0,24.0,28158,25405,32120,39264,38522
24414,30,180.0,93.0,28.7,30006,34758,38181,37590,22935
24415,44,173.0,82.0,27.4,12686,9521,4646,127891,8734
24415,35,175.0,79.0,25.8,34698,44430,21455,18590,44305
24417,31,183.0,77.0,23.0,28158,23387,59349,30816,21769
24418,41,173.0,76.0,25.4,48983,28766,15758,11848,58141
24419,35,178.0,83.0,26.2,34003,29476,37564,42421,20040
24421,43,185.0,87.0,25.4,13831,26771,59292,32849,30789
24422,31,184.0,101.0,29.8,26601,31733,36171,52118,16918
24423,52,173.0,84.0,28.1,75522,25966,19086,23105,19863
24424,39,181.0,87.0,26.6,48983,34626,23880,22378,33677
24425,39,178.0,86.0,27.1,40098,34712,13862,43465,31413
24426,43,183.0,94.0,28.1,25821,39942,22804,32678,42321
24427,37,183.0,95.0,28.4,12109,22335,62167,39105,27859
24427,44,185.0,86.0,25.1,14443,20958,57293,38921,31960
24429,31,179.0,83.0,25.9,8179,23639,46503,49972,35296
24431,26,178.0,84.0,26.5,36340,25645,24270,46556,30789
24432,41,185.0,91.0,26.6,25821,26663,60829,9023,41267
24433,30,183.0,77.0,23.0,47717,30603,42081,12972,30233
24434,24,183.0,88.0,26.3,56339,11595,26729,22755,46190
24435,49,175.0,83.0,27.1,4068,59867,25898,34358,39421
24435,28,183.0,95.0,28.4,24248,24808,29994,55735,28827
24437,32,180.0,82.0,25.3,46622,28137,20806,34377,33677
24438,31,178.0,84.0,26.5,64185,25615,31770,13784,28272
24439,29,178.0,84.0,26.5,35431,47181,23825,34881,22309
24440,33,177.0,84.0,26.8,34698,47990,28368,24718,27859
24441,27,183.0,82.0,24.5,29001,13015,29268,64959,27392
24441,28,178.0,82.0,25.9,30006,30854,37858,26395,38522
24443,26,178.0,84.0,26.5,93639,40650,2706,7189,19453
24444,33,188.0,79.0,22.4,20070,45858,21634,29887,46190
24445,24,177.0,77.0,24.6,74157,33819,20863,4013,30789
24445,48,178.0,75.0,23.7,13831,41171,27478,64820,16341
24447,33,178.0,84.0,26.5,39132,26224,40751,27688,29847
24448,38,183.0,84.0,25.1,58854,24332,26755,29825,23878
24449,41,173.0,79.0,26.4,29001,56854,35972,22378,19453
24450,31,171.0,76.0,26.0,64185,20231,25968,21865,31413
24451,35,180.0,76.0,23.5,9532,52816,65391,21766,14166
24452,33,178.0,79.0,24.9,37269,24919,34048,31778,35663
24453,34,181.0,84.0,25.6,36340,29688,37246,29620,30789
24454,31,178.0,91.0,28.7,6260,25223,51438,42250,38522
24455,41,179.0,82.0,25.6,44376,21148,37708,29680,30789
24456,30,191.0,96.0,26.3,13218,30811,51407,32057,36211
24457,39,178.0,84.0,26.5,6260,55504,41938,35538,24468
24458,39,178.0,84.0,26.5,51743,20739,26981,19945,44305
24459,31,175.0,84.0,27.4,19508,16777,54077,54924,18428
24460,39,170.0,91.0,31.5,44376,31950,30213,42199,14978
24461,24,180.0,93.0,28.7,3675,2398,8202,12074,137383
24462,30,178.0,85.0,26.8,20070,25936,37828,34567,45333
24463,27,185.0,86.0,25.1,13218,20958,65052,34678,29847
24465,27,178.0,84.0,26.5,12686,33001,51360,42348,24370
24466,20,178.0,84.0,26.5,60845,36217,33080,19269,14357
24467,31,178.0,77.0,24.3,64185,7846,33982,36166,21592
24467,29,180.0,70.0,21.6,35431,27960,19588,61423,19369
24469,28,185.0,86.0,25.1,19508,42757,42265,30423,28827
24470,40,178.0,84.0,26.5,44376,38023,12281,18116,50989
24471,29,185.0,89.0,26.0,13218,23417,51341,34555,41267
24472,30,183.0,91.0,27.2,40098,14747,54431,34664,19863
24472,27,177.0,90.0,28.7,15232,28406,35301,43597,41267
24474,36,178.0,84.0,26.5,17871,57526,7369,43390,37651
24475,41,183.0,84.0,25.1,22820,24003,71609,31404,13973
24476,28,180.0,93.0,28.7,46622,15855,34235,37528,29591
24476,27,178.0,84.0,26.5,17433,33893,39427,24370,48708
24478,38,185.0,82.0,24.0,43323,33999,29984,22850,33677
24479,26,178.0,84.0,26.5,45485,24713,37117,32240,24285
24480,45,183.0,86.0,25.7,14443,20068,88207,16181,24966
24481,49,178.0,92.0,29.0,29001,26992,21315,58290,28272
24482,35,188.0,93.0,26.3,22820,35540,40736,19443,45333
24483,27,178.0,98.0,30.9,3482,29139,48714,58082,24468
24484,41,180.0,82.0,25.3,20685,42359,33815,40747,26282
24484,42,178.0,84.0,26.5,35431,31307,44542,27890,24718
24486,29,178.0,83.0,26.2,51743,16985,57160,13041,24966
24487,34,183.0,81.0,24.2,26601,23536,45782,34958,33022
24490,39,165.0,69.0,25.3,110746,30001,3475,5061,14640
24491,32,172.0,82.0,27.7,28158,31612,39398,42448,22309
24492,30,178.0,68.0,21.5,72885,25918,18203,9274,37651
24492,40,173.0,77.0,25.7,36340,45769,21532,46124,14166
24494,30,175.0,91.0,29.7,65491,10343,45054,22294,20764
24495,43,188.0,83.0,23.5,11645,56586,44522,25550,25647
24496,30,175.0,78.0,25.5,50223,30320,29569,16932,36907
24497,32,183.0,81.0,24.2,38189,43180,31981,27583,23028
24498,26,178.0,84.0,26.5,15232,30346,44087,48259,26038
24499,25,173.0,82.0,27.4,5102,895,2351,153654,1969
24500,21,185.0,86.0,25.1,15232,42630,28991,37699,39421
24501,40,172.0,80.0,27.0,77144,23901,31056,7511,24370
24502,31,175.0,77.0,25.1,96350,28341,8637,16558,14100
24503,30,178.0,73.0,23.0,37269,44496,28227,31884,22117
24504,35,178.0,88.0,27.8,37269,30132,24859,34083,37651
24505,42,170.0,70.0,24.2,71633,30525,29236,24018,8585
24506,30,183.0,86.0,25.7,24248,28999,57160,40591,13003
24507,31,190.0,82.0,22.7,20685,29910,35747,31483,46190
24508,39,175.0,80.0,26.1,39132,20270,60384,19945,24285
24509,26,172.0,67.0,22.6,90442,15553,15616,21647,20764
24509,32,183.0,95.0,28.4,17433,21360,54290,42667,28272
24511,30,175.0,75.0,24.5,41254,24317,40524,21718,36211
24512,31,178.0,74.0,23.4,57967,25339,7588,44338,28827
24513,36,173.0,78.0,26.1,22820,39718,20146,45715,35663
24514,25,184.0,86.0,25.4,21334,7462,84836,18476,31960
24514,39,178.0,81.0,25.6,44376,27877,20294,40108,31413
24517,28,179.0,86.0,26.8,47717,43867,21174,25441,25879
24518,28,178.0,84.0,26.5,48983,42843,12439,29027,30789
24519,38,178.0,82.0,25.9,46622,20049,62003,10941,24468
24520,33,178.0,84.0,26.5,23544,17850,59351,28049,35296
24521,25,190.0,98.0,27.1,12686,22018,54088,42279,33022
24522,38,175.0,82.0,26.8,47717,59091,12137,22850,22309
24523,28,173.0,81.0,27.1,42298,33213,36045,27335,25220
24524,38,184.0,84.0,24.8,13831,15153,83310,25226,26592
24525,30,171.0,74.0,25.3,50223,18779,48991,27615,18506
24526,21,178.0,80.0,25.2,42298,34064,30174,18159,39421
24526,35,178.0,100.0,31.6,30006,31842,25473,51952,24843
24528,25,178.0,80.0,25.2,12686,3816,5724,4513,137383
24529,32,178.0,84.0,26.5,60845,27677,42252,15435,17929
24530,30,178.0,84.0,26.5,47717,23635,30571,17914,44305
24532,42,180.0,93.0,28.7,22015,15280,54815,43214,28827
24533,30,178.0,88.0,27.8,17433,26641,56929,27507,35663
24534,30,173.0,86.0,28.7,7652,6575,2606,9966,137383
24535,22,180.0,80.0,24.7,48983,15173,9006,33653,57369
24536,41,178.0,84.0,26.5,15232,11645,51585,27583,58141
24537,41,185.0,98.0,28.6,51743,29139,34275,26304,22727
24538,34,179.0,87.0,27.2,47717,36735,23817,31932,23988
24539,34,178.0,84.0,26.5,29001,26283,53716,21521,33677
24539,25,178.0,95.0,30.0,34003,29371,23599,26236,50989
24541,21,178.0,84.0,26.5,14443,28851,51797,33462,35663
24542,32,178.0,84.0,26.5,105968,19429,10136,11139,17546
24542,41,174.0,73.0,24.1,50223,28588,28728,30397,26282
24544,23,178.0,84.0,26.5,34698,35469,26877,42575,24613
24545,21,166.0,74.0,26.9,69077,28515,12222,22473,31960
24546,25,178.0,84.0,26.5,44376,27014,48862,18779,25220
24547,25,166.0,72.0,26.1,46622,40713,22970,20274,33677
24548,27,190.0,100.0,27.7,14443,10220,65364,48738,25495
24549,44,188.0,91.0,25.7,15232,63248,22363,32633,30789
24550,35,184.0,89.0,26.3,20070,20151,48930,38911,36211
24551,32,183.0,77.0,23.0,20685,61240,18838,27318,36211
24551,31,187.0,86.0,24.6,18902,43266,34415,34032,33677
24554,25,178.0,88.0,27.8,20070,34416,60650,25181,23988
24555,33,178.0,75.0,23.7,70344,18027,15709,21707,38522
24556,39,178.0,75.0,23.7,39132,26263,20679,45694,32543
24557,31,188.0,100.0,28.3,4678,17686,87974,45288,8686
24557,34,183.0,88.0,26.3,25056,42707,47285,29307,19957
24559,23,178.0,77.0,24.3,44376,24092,26326,40694,28827
24560,44,178.0,84.0,26.5,45485,18219,14119,61533,24966
24561,30,178.0,73.0,23.0,39132,28884,39379,23907,33022
24562,45,175.0,82.0,26.8,30006,32873,56829,25078,19542
24563,31,170.0,77.0,26.6,59872,20001,32842,20207,31413
24564,37,178.0,84.0,26.5,51743,40752,11388,18136,42321
24564,38,188.0,86.0,24.3,25056,32224,18603,39181,49276
24567,42,174.0,78.0,25.8,51743,39438,27793,23978,21394
24568,31,178.0,84.0,26.5,9188,33213,44463,52541,24966
24569,23,180.0,91.0,28.1,3020,908,158693,1205,548
24570,34,180.0,89.0,27.5,25821,26613,36148,51545,24285
24571,31,183.0,93.0,27.8,12109,32361,37604,35295,47044
24572,39,178.0,83.0,26.2,28158,33213,33999,41187,27859
24573,25,178.0,80.0,25.2,50223,16474,44114,19930,33677
24574,38,180.0,86.0,26.5,27384,40276,11335,48535,36907
24574,37,178.0,81.0,25.6,48983,27275,43953,20995,23231
24577,45,175.0,79.0,25.8,24248,16508,88154,25550,9996
24578,38,183.0,98.0,29.3,9881,12021,44630,66514,31413
