rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
16112,27,178.0,107.0,33.8,114331,15232,26488,17070,33513,22028,0,0,0,0,0,0,0,0,1
16113,22,178.0,65.0,20.5,114333,25056,31307,25911,22690,9369,0,0,0,0,0,0,0,0,0
16113,28,183.0,90.0,26.9,114333,14443,13624,37190,26959,22117,0,0,0,0,0,0,0,0,1
16115,38,178.0,77.0,24.3,114334,64185,19788,8574,3123,18664,0,0,0,0,0,0,0,0,1
16116,26,180.0,89.0,27.5,114349,8828,11953,23411,42765,27392,0,1,0,0,0,0,0,0,0
16117,28,180.0,84.0,25.9,114352,21334,9548,37615,13312,32543,0,0,0,0,0,0,0,0,1
16118,36,180.0,87.0,26.9,114355,23544,9640,18757,22993,39421,0,0,0,0,0,0,0,0,0
16119,42,185.0,88.0,25.7,114356,27384,21753,14312,31122,19785,0,0,0,0,0,0,0,0,0
16120,40,185.0,94.0,27.5,114385,22015,30652,30158,17394,14166,0,0,0,0,0,0,0,0,1
16121,39,182.0,95.0,28.7,114386,15232,20671,32042,22884,23557,0,1,0,0,0,0,0,0,0
16122,33,174.0,83.0,27.4,114390,40098,21148,21462,13341,18341,0,0,0,0,0,0,0,1,0
16123,40,185.0,79.0,23.1,114398,19508,32167,14400,25919,22404,0,0,0,0,0,0,0,0,1
16124,29,188.0,88.0,24.9,114407,18902,30753,21119,14806,28827,0,0,0,0,0,0,0,0,1
16125,33,171.0,76.0,26.0,114422,56339,13509,6966,17259,20349,0,1,0,0,0,0,0,0,0
16126,43,183.0,91.0,27.2,114423,21334,24281,28789,18349,21670,0,0,0,0,0,0,0,0,1
16127,34,183.0,88.0,26.3,114426,33428,22853,32049,16244,9852,0,0,0,0,0,0,0,0,1
16127,32,176.0,93.0,30.0,114426,22820,22994,15523,23242,29847,1,0,0,0,0,0,0,0,0
16129,28,195.0,91.0,23.9,114430,12109,31398,35275,11660,23988,0,0,0,0,0,0,0,0,0
16130,24,173.0,81.0,27.1,114438,34698,24027,20294,14925,20494,0,0,0,0,0,0,0,0,1
16131,26,175.0,75.0,24.5,114440,18387,21360,26481,21225,26987,0,0,0,0,0,0,0,1,0
16132,36,183.0,91.0,27.2,114448,20685,11469,39583,20594,22117,0,0,0,0,0,0,0,0,1
16133,45,178.0,84.0,26.5,114453,44376,19537,18457,20274,11809,0,0,0,0,0,0,0,0,0
16134,37,173.0,78.0,26.1,114478,44376,19406,17672,23028,9996,0,0,0,0,0,0,0,0,1
16135,28,178.0,84.0,26.5,114492,11645,35086,41620,14332,11809,0,0,0,0,0,0,0,0,1
16136,31,183.0,90.0,26.9,114493,4678,22239,18452,40852,28272,0,0,0,0,0,0,0,0,1
16137,28,178.0,84.0,26.5,114495,11188,19354,41743,27300,14910,0,0,0,0,0,0,0,0,1
16138,40,190.0,99.0,27.4,114496,2225,21753,65102,8341,17075,0,0,0,0,0,0,0,0,0
16139,30,175.0,73.0,23.8,114502,30006,44575,13949,15435,10537,0,0,0,0,0,0,0,0,1
16140,42,173.0,90.0,30.1,114507,5609,19550,35724,27032,26592,0,0,0,0,0,0,0,1,0
16141,30,180.0,84.0,25.9,114510,26601,34351,29160,12345,12053,0,0,0,0,0,0,0,0,1
16142,39,165.0,73.0,26.8,114518,67855,14858,6211,16723,8871,0,0,0,0,0,0,0,0,1
16143,23,178.0,84.0,26.5,114534,51743,14643,9120,20930,18098,1,0,0,0,0,0,0,0,0
16144,31,178.0,84.0,26.5,114538,34003,29071,13664,17613,20187,0,0,0,0,0,0,0,0,0
16145,39,1740.0,83.0,0.3,114540,23544,20526,5164,27655,37651,0,1,0,0,0,0,0,0,0
16146,34,180.0,85.0,26.2,114548,45485,13065,20088,21422,14488,0,0,0,0,0,0,0,0,1
16147,33,185.0,93.0,27.2,114552,8179,13876,50226,22565,19706,0,0,0,0,0,0,0,0,1
16148,27,185.0,85.0,24.8,114555,13218,44443,16494,28014,12386,0,0,0,0,0,0,0,0,0
16149,27,173.0,82.0,27.4,114566,2225,27404,21225,28049,35663,0,0,0,0,0,0,0,0,1
16149,40,190.0,100.0,27.7,114566,9881,21182,33001,28098,22404,0,0,0,0,0,0,0,0,1
16151,26,178.0,84.0,26.5,114569,15232,11703,37604,24535,25495,0,0,0,0,0,0,0,0,1
16152,21,178.0,84.0,26.5,114570,3320,7626,54006,42205,7413,0,0,0,0,0,0,0,0,0
16153,32,185.0,98.0,28.6,114572,8179,22948,22113,36719,24613,0,0,0,0,0,0,0,0,1
16154,24,178.0,84.0,26.5,114578,20685,14496,30010,11736,37651,0,0,0,0,0,0,0,0,0
16155,35,173.0,82.0,27.4,114601,28158,31251,16185,18753,20254,0,0,0,0,0,0,0,0,1
16156,27,185.0,81.0,23.7,114604,7913,12875,74685,8594,10537,0,0,0,0,0,0,0,0,1
16157,17,178.0,68.0,21.5,114607,50223,16530,25076,9652,13126,0,0,0,0,0,0,0,0,0
16158,37,173.0,77.0,25.7,114622,62995,14458,4172,17169,15828,0,1,0,0,0,0,0,0,0
16159,39,178.0,77.0,24.3,114635,42298,17105,19212,20622,15398,0,0,0,0,0,0,0,0,1
16160,19,183.0,79.0,23.6,114636,40098,19960,15271,29710,9597,0,0,1,0,0,0,0,0,0
16161,31,178.0,84.0,26.5,114640,28158,14308,39458,25110,7606,0,0,0,0,0,0,0,0,0
16162,33,182.0,81.0,24.5,114643,15232,19484,13307,28098,38522,0,0,0,0,0,0,0,0,0
16163,21,172.0,70.0,23.7,114644,75522,14719,8036,5756,10611,0,0,0,0,0,0,0,0,0
16163,39,175.0,83.0,27.1,114644,30006,24962,15533,27802,16341,0,0,0,0,0,0,0,0,0
16165,22,172.0,81.0,27.4,114645,35431,13047,26887,25307,13973,0,0,0,0,0,0,0,0,0
16166,35,189.0,95.0,26.6,114650,17871,16958,35747,23960,20114,1,0,0,0,0,0,0,0,0
16167,26,178.0,84.0,26.5,114651,10347,20739,8956,42649,31960,0,0,0,0,0,0,0,0,0
16168,27,180.0,86.0,26.5,114656,14443,19914,9776,31102,39421,0,0,0,0,0,0,0,0,1
16169,36,183.0,92.0,27.5,114659,5609,32702,18172,35241,22935,0,0,0,0,0,0,0,0,1
16170,35,188.0,102.0,28.9,114664,10735,8528,48762,30959,15680,0,0,0,0,0,0,0,0,1
16171,31,180.0,98.0,30.2,114666,30006,15973,28831,22631,17225,0,0,0,0,0,0,0,0,1
16172,34,178.0,94.0,29.7,114667,30006,20958,14678,33455,15570,0,0,0,0,0,0,0,0,1
16173,31,183.0,86.0,25.7,114674,22015,24281,28539,25799,14040,0,0,1,0,0,0,0,0,0
16174,30,178.0,84.0,26.5,114682,2056,12875,10851,76735,12165,0,0,0,0,0,0,0,1,0
16175,36,178.0,84.0,26.5,114685,29001,19484,14611,37489,14100,0,0,0,0,0,0,0,0,1
16176,26,178.0,100.0,31.6,114687,18387,32128,6017,17797,40358,0,0,0,0,0,0,0,0,0
16177,28,185.0,85.0,24.8,114689,3482,19390,37196,36765,17856,0,0,0,0,0,0,0,0,0
16178,28,170.0,75.0,26.0,114693,45485,15723,28846,8665,15974,0,0,0,0,0,0,0,0,1
16179,26,183.0,91.0,27.2,114697,17871,20739,20874,36785,18428,0,0,0,0,0,0,0,0,1
16180,40,178.0,86.0,27.1,114701,22015,21412,32555,22226,16493,1,0,0,0,0,0,0,0,0
16181,38,180.0,86.0,26.5,114708,20685,21866,15533,31404,25220,0,0,0,0,0,0,0,1,0
16182,31,183.0,78.0,23.3,114713,12686,30494,44112,4190,23231,0,0,0,0,0,0,0,0,1
16183,26,168.0,72.0,25.5,114720,70344,11667,19175,9347,4187,0,0,0,0,0,0,0,0,1
16184,25,178.0,84.0,26.5,114721,18387,18635,34133,20009,23557,0,0,0,0,0,0,0,1,0
16185,43,173.0,82.0,27.4,114724,36340,24849,24387,12230,16918,0,0,0,0,0,0,0,0,1
16186,27,178.0,84.0,26.5,114725,9881,23731,23426,18266,39421,0,0,1,0,0,0,0,0,0
16186,20,178.0,84.0,26.5,114725,34003,17216,16012,13817,33677,1,0,0,0,0,0,0,0,0
16188,29,173.0,83.0,27.7,114726,47717,11522,26877,18614,9996,0,0,0,0,0,0,0,0,1
16189,29,178.0,84.0,26.5,114730,20685,21456,30580,28758,13251,0,0,0,0,0,0,0,0,1
16190,32,187.0,89.0,25.5,114731,1125,47818,13476,11045,41267,1,0,0,0,0,0,0,0,0
16191,35,159.0,95.0,37.6,114734,56339,17768,6692,20009,13926,0,0,0,0,0,0,0,0,0
16191,31,179.0,75.0,23.4,114734,30006,27780,24122,17428,15398,0,0,0,0,0,0,0,0,0
16193,22,175.0,88.0,28.7,114744,8828,9216,46754,31022,18924,0,1,0,0,0,0,0,0,0
16193,27,178.0,95.0,30.0,114744,15232,30044,22189,36742,10537,0,0,0,0,0,0,0,0,1
16195,27,172.0,67.0,22.6,114748,44376,23906,15239,6127,25100,0,0,0,0,0,0,0,0,0
16196,29,178.0,91.0,28.7,114749,13218,26725,37722,16045,21039,0,0,0,0,0,0,0,0,1
16196,28,170.0,70.0,24.2,114749,42298,18627,19228,20170,14426,0,0,0,0,0,0,0,0,1
16198,25,178.0,84.0,26.5,114760,12109,24581,22326,29152,26592,0,0,0,0,0,0,0,0,0
16199,32,192.0,95.0,25.8,114761,136,3747,71420,24744,14714,0,0,0,0,0,0,0,0,0
16200,30,165.0,63.0,23.1,114765,75522,19197,1943,4432,13671,0,0,0,0,0,0,0,0,0
16201,26,175.0,82.0,26.8,114775,45485,21412,15271,14839,17768,0,0,0,0,0,0,0,0,1
16202,36,178.0,84.0,26.5,114778,36340,11259,26275,27583,13321,1,0,0,0,0,0,0,0,0
16203,33,180.0,83.0,25.6,114784,51743,18219,6736,13801,24285,0,0,0,0,0,0,0,0,0
16204,35,188.0,95.0,26.9,114788,6260,27194,22094,32648,26592,0,0,0,0,0,0,0,0,1
16205,28,183.0,88.0,26.3,114800,18902,18093,16070,14691,47044,0,0,0,0,0,0,0,0,0
16206,20,178.0,86.0,27.1,114801,18387,9975,23583,45239,17617,0,0,0,0,0,0,0,0,1
16207,43,178.0,84.0,26.5,114816,30006,22696,20863,22327,18924,0,0,0,0,0,0,0,0,1
16208,30,190.0,91.0,25.2,114832,13218,10998,64994,16813,8809,0,0,0,0,0,0,0,0,0
16209,32,178.0,90.0,28.4,114839,17433,26793,13514,45385,11714,0,0,0,0,0,0,0,0,0
16210,24,170.0,75.0,26.0,114847,59872,17879,6100,12655,18341,0,0,0,0,0,0,0,0,1
16211,30,188.0,108.0,30.6,114861,11188,10436,39353,20207,33677,0,0,0,0,0,0,0,0,1
16212,38,2.0,80.0,200000.0,114864,38189,22338,26647,19861,7829,0,0,0,0,0,0,0,0,0
16213,31,170.0,93.0,32.2,114868,9881,35788,15410,40056,13733,0,0,0,0,0,0,0,0,1
16214,44,173.0,84.0,28.1,114871,22015,17216,29313,31269,15058,0,0,0,0,0,0,0,0,1
16215,30,178.0,86.0,27.1,114881,9881,28851,25324,35978,14847,0,0,0,0,0,0,0,0,1
16216,35,184.0,98.0,28.9,114887,7652,15241,48910,22220,20864,0,0,0,0,0,0,0,0,0
16217,22,164.0,72.0,26.8,114898,57967,12589,9647,9048,25647,0,0,0,0,0,0,0,0,0
16218,39,180.0,85.0,26.2,114905,30006,22598,17580,15894,28827,0,0,0,0,0,0,0,0,1
16219,40,180.0,80.0,24.7,114922,61906,8930,12746,21636,9704,0,0,0,0,0,0,0,0,0
16220,34,180.0,88.0,27.2,114926,19508,22242,38362,13420,21394,0,0,0,0,0,0,0,0,1
16221,29,178.0,75.0,23.7,114927,36340,44486,7787,6127,20187,0,0,0,0,0,0,0,1,0
16222,32,175.0,88.0,28.7,114936,21334,24498,12231,20662,36211,0,0,0,0,0,0,0,0,1
16223,34,178.0,84.0,26.5,114950,30006,10039,31797,31200,11908,0,0,0,0,0,0,0,0,1
16224,32,180.0,85.0,26.2,114957,51743,14130,16687,13197,19200,0,1,0,0,0,0,0,0,0
16225,28,183.0,88.0,26.3,114961,6260,12828,78214,13831,3828,0,0,0,0,0,0,0,0,1
16226,23,170.0,69.0,23.9,114964,34003,28158,26842,11736,14225,0,0,0,0,0,0,0,0,1
16227,29,174.0,78.0,25.8,114968,36340,25721,31994,11848,9065,1,0,0,0,0,0,0,0,0
16228,38,188.0,91.0,25.7,114969,7433,20231,41938,19720,25647,0,0,0,0,0,0,0,0,1
16228,35,180.0,90.0,27.8,114969,34698,25693,19047,21365,14166,0,0,0,0,0,0,0,0,0
16230,36,175.0,93.0,30.4,114971,15232,28701,38301,17890,14847,1,0,0,0,0,0,0,0,0
16231,31,188.0,80.0,22.6,114976,9532,25773,28227,31190,20254,0,0,0,0,0,0,0,1,0
16232,26,180.0,86.0,26.5,114977,14443,39833,20970,22813,16918,0,0,0,0,0,0,0,1,0
16233,33,178.0,84.0,26.5,114984,22820,18747,31105,17346,24966,0,0,0,0,0,0,0,0,0
16234,27,170.0,84.0,29.1,114985,41254,23445,12851,15942,21493,1,0,0,0,0,0,0,0,0
16235,30,178.0,77.0,24.3,114993,48983,18941,25188,8878,13003,0,0,0,0,0,0,0,0,1
16236,33,173.0,73.0,24.4,114995,61906,16797,9433,15683,11176,0,0,0,0,0,0,0,0,1
16237,25,170.0,79.0,27.3,115013,34698,18391,16883,16214,28827,0,0,0,0,0,0,0,0,1
16238,23,170.0,29.0,10.0,115022,57100,16755,2805,6402,31960,1,0,0,0,0,0,0,0,0
16239,26,178.0,84.0,26.5,115025,37269,18444,28472,17463,13377,0,1,0,0,0,0,0,0,0
16240,39,183.0,78.0,23.3,115028,24248,25597,35640,10785,18758,0,0,0,0,0,0,0,0,1
16241,39,1298.0,88.0,0.5,115031,35431,18534,9487,28947,22632,0,0,0,0,0,0,0,0,1
16242,27,172.0,85.0,28.7,115045,22820,13840,16764,10632,50989,0,1,0,0,0,0,0,0,0
16243,28,165.0,68.0,25.0,115048,74157,19031,3644,1723,16493,0,0,0,0,0,0,0,0,0
16244,35,167.0,76.0,27.3,115053,43323,16401,23078,8827,23424,0,0,0,0,0,0,0,0,0
16245,39,185.0,93.0,27.2,115062,41254,6161,12874,22813,31960,0,0,0,0,0,0,0,0,1
16246,27,175.0,84.0,27.4,115063,29001,25674,22302,20402,17684,0,0,0,0,0,0,1,0,0
16247,27,190.0,98.0,27.1,115065,22015,15870,28019,34447,14714,0,0,0,0,0,0,0,0,1
16248,24,190.0,99.0,27.4,115091,601,12025,48724,24914,28827,0,0,0,0,0,0,0,0,1
16249,29,455.0,87.0,4.2,115095,30006,20712,25710,19040,19627,0,1,0,0,0,0,0,0,0
16250,26,178.0,88.0,27.8,115102,15232,15385,44583,24222,15680,0,0,0,0,0,0,0,0,1
16251,32,175.0,75.0,24.5,115105,21334,30736,19894,10598,32543,0,0,0,0,0,0,0,0,0
16252,40,178.0,82.0,25.9,115108,20070,17023,42767,12413,22835,0,0,1,0,0,0,0,0,0
16253,37,185.0,98.0,28.6,115118,14443,18219,29799,30987,21670,0,0,0,0,0,0,0,0,1
16254,38,178.0,84.0,26.5,115121,34003,11392,37810,15655,16261,0,0,0,0,0,0,0,0,0
16254,25,180.0,90.0,27.8,115121,15232,25744,27193,25021,21931,0,0,0,0,0,0,0,0,0
16256,31,165.0,70.0,25.7,115123,74157,30937,3568,3933,2528,0,0,1,0,0,0,0,0,0
16256,37,188.0,88.0,24.9,115123,14443,18027,37397,25550,19706,0,0,0,0,0,0,0,0,1
16258,43,178.0,84.0,26.5,115129,61906,25246,2033,16531,9413,0,0,0,0,0,0,0,0,0
16259,30,185.0,79.0,23.1,115130,25821,17686,36295,15371,19957,0,0,0,0,0,0,0,0,1
16260,38,188.0,86.0,24.3,115131,22015,20270,29849,18384,24613,0,0,0,0,0,0,0,0,1
16261,36,178.0,84.0,26.5,115156,51743,15467,20762,13590,13594,0,0,0,0,0,0,0,0,1
16262,37,166.0,80.0,29.0,115162,71633,12788,1482,10831,18428,0,0,0,0,0,0,0,1,0
16262,30,178.0,84.0,26.5,115162,64185,20068,1838,18296,10775,0,0,0,0,0,0,0,0,0
16264,28,181.0,92.0,28.1,115173,34003,12144,40178,12587,16261,0,0,0,0,0,0,0,0,0
16265,35,180.0,82.0,25.3,115179,30006,31950,24285,17169,11769,0,0,0,0,0,0,0,0,1
16266,30,188.0,86.0,24.3,115183,12109,14643,23640,16083,48708,0,0,0,0,0,0,0,0,1
16267,33,178.0,88.0,27.8,115189,37269,11171,19441,26959,20349,0,0,0,0,0,0,0,0,1
16268,33,178.0,88.0,27.8,115190,19508,10287,46719,22113,16563,0,0,1,0,0,0,0,0,0
16269,40,180.0,90.0,27.8,115191,15232,26750,28345,18826,26038,1,0,0,0,0,0,0,0,0
16270,26,178.0,84.0,26.5,115193,22015,27606,22038,27041,16493,0,0,0,0,0,0,0,0,0
16271,21,178.0,75.0,23.7,115197,20685,17323,25242,20534,31413,0,0,0,0,0,0,0,0,1
16272,27,178.0,91.0,28.7,115212,9532,14098,41610,19739,30233,0,0,0,0,0,0,0,0,0
16273,30,185.0,85.0,24.8,115214,5891,19868,31632,33835,23988,0,0,0,0,0,0,0,0,1
16274,22,188.0,93.0,26.3,115216,13218,15723,31723,16030,38522,0,0,0,0,0,0,0,0,1
16275,28,178.0,86.0,27.1,115224,42298,16958,25188,20056,10724,0,0,0,0,0,0,0,0,1
16276,35,15.0,75.0,3333.3,115228,25821,34064,12985,29710,12648,0,0,1,0,0,0,0,0,0
16277,27,186.0,95.0,27.5,115236,15232,33948,12323,20056,33677,0,0,0,0,0,0,1,0,0
16277,29,183.0,83.0,24.8,115236,41254,12971,17593,17586,25832,0,0,0,0,0,0,0,0,1
16279,36,178.0,84.0,26.5,115237,41254,22525,22871,18159,10428,0,0,0,0,0,0,0,0,1
16280,27,173.0,84.0,28.1,115238,50223,9006,21866,16287,17856,0,0,0,0,0,0,0,0,1
16281,31,175.0,86.0,28.1,115253,14443,9685,71368,7264,12493,0,0,0,0,0,0,0,0,1
16282,32,180.0,83.0,25.6,115254,38189,3255,8700,28899,36211,0,0,0,0,0,0,0,0,1
16283,31,185.0,86.0,25.1,115255,34698,34937,6426,26974,12220,0,0,0,0,0,0,0,0,1
16284,40,180.0,84.0,25.9,115265,15232,26469,9243,27414,36907,0,0,0,0,0,0,0,0,1
16285,43,175.0,86.0,28.1,115284,7433,27606,35280,11288,33677,0,0,0,0,0,0,0,0,1
16286,27,181.0,78.0,23.8,115295,26601,26263,24248,15779,22404,0,0,0,0,0,0,0,0,0
16287,27,175.0,71.0,23.2,115299,69077,14643,10665,6748,14166,0,0,0,0,0,0,0,0,1
16288,33,181.0,96.0,29.3,115305,22820,24181,37347,13565,17392,0,0,0,0,0,0,0,0,0
16289,34,178.0,84.0,26.5,115307,36340,23995,16569,18446,19957,0,0,0,0,0,0,0,0,1
16290,28,178.0,84.0,26.5,115311,37269,25615,16554,11155,24718,0,0,0,0,0,1,0,0,0
16291,32,178.0,84.0,26.5,115316,2225,10851,78358,10928,12954,0,0,0,0,0,0,0,0,1
16292,34,190.0,97.0,26.9,115317,7913,27441,20705,37765,21493,0,0,0,0,0,0,0,0,0
16292,27,187.0,87.0,24.9,115317,36340,25040,12296,24642,16999,0,1,0,0,0,0,0,0,0
16294,43,170.0,75.0,26.0,115319,62995,19406,17319,4875,10724,0,0,0,0,0,0,0,0,1
16295,36,183.0,88.0,26.3,115322,24248,18468,27760,25477,19369,0,0,0,0,0,0,0,0,1
16296,31,175.0,81.0,26.4,115323,30006,16889,35428,18212,14788,0,0,0,0,0,0,0,0,0
16297,36,178.0,87.0,27.5,115329,22015,9429,59113,9984,14788,0,0,0,0,0,0,0,0,1
16298,32,175.0,77.0,25.1,115339,22015,20886,42527,16723,13188,0,0,1,0,0,0,0,0,0
16299,29,166.0,73.0,26.5,115344,75522,7713,10014,9602,12493,0,0,0,0,0,0,0,0,0
16300,29,185.0,85.0,24.8,115345,9881,10655,65154,8616,21039,0,0,0,0,0,0,0,1,0
16301,26,180.0,91.0,28.1,115347,13218,8037,30028,43300,20764,0,0,0,0,0,0,0,0,1
16302,28,180.0,86.0,26.5,115359,23544,17105,37615,17310,19785,0,0,0,0,0,0,0,0,1
16303,26,182.0,85.0,25.7,115360,36340,11953,24548,18753,23766,0,0,0,0,0,0,0,0,0
16304,29,173.0,77.0,25.7,115361,22820,25454,29791,15902,21394,0,0,0,0,0,0,0,0,1
16305,20,178.0,81.0,25.6,115365,51743,10980,16398,18476,17768,0,0,0,0,0,0,0,0,1
16305,34,178.0,84.0,26.5,115365,40098,13405,28614,19815,13433,0,0,0,0,0,0,0,0,1
16307,33,183.0,88.0,26.3,115380,81,304,234,209,114552,0,0,0,0,0,0,0,0,0
16308,25,180.0,83.0,25.6,115381,40098,18372,20821,13565,22525,0,0,0,0,0,0,0,0,0
16309,35,174.0,83.0,27.4,115384,44376,15553,18947,18320,18188,0,0,0,0,0,0,0,0,0
16310,30,167.0,70.0,25.1,115389,51743,23789,5501,16427,17929,0,0,0,0,0,0,0,0,0
16311,35,178.0,78.0,24.6,115392,38189,20231,18507,18116,20349,0,0,0,0,0,0,0,0,1
16312,32,173.0,159.0,53.1,115405,44376,13744,18115,25378,13792,0,0,0,0,0,0,0,0,1
16313,36,178.0,84.0,26.5,115406,29001,24106,24456,11805,26038,0,1,0,0,0,0,0,0,0
16314,21,173.0,80.0,26.7,115407,34003,23848,38250,7716,11590,0,0,0,0,0,0,0,0,0
16315,36,183.0,76.0,22.7,115409,12109,35022,23919,28098,16261,0,0,0,0,0,0,0,0,1
16316,29,163.0,73.0,27.5,115413,57100,22112,15597,7768,12836,0,0,0,0,0,0,0,0,1
16317,31,185.0,88.0,25.7,115421,23544,17301,22326,23978,28272,0,0,0,0,0,0,0,1,0
16318,37,178.0,98.0,30.9,115442,28158,22993,20088,30470,13733,0,0,0,0,0,0,0,0,0
16319,28,185.0,86.0,25.1,115450,14443,21456,26755,22007,30789,0,0,0,0,0,0,0,0,1
16320,29,173.0,73.0,24.4,115460,43323,14259,34636,10691,12551,0,0,0,0,0,0,0,0,1
16321,24,180.0,80.0,24.7,115463,28158,17121,31650,18185,20349,0,0,0,0,0,0,0,0,0
16322,38,178.0,88.0,27.8,115465,28158,18659,26459,28706,13483,0,0,0,0,0,0,0,0,1
16323,23,184.0,84.0,24.8,115466,13218,23401,44155,18864,15828,0,0,0,0,0,0,0,0,0
16324,31,178.0,84.0,26.5,115467,30006,12589,15506,23689,33677,0,0,0,0,0,0,0,0,1
16325,30,190.0,86.0,23.8,115473,8517,19013,68005,9327,10611,0,0,0,0,0,0,0,0,1
16326,29,168.0,68.0,24.1,115477,15232,44447,8674,35948,11176,0,0,0,0,0,0,0,0,1
16327,34,178.0,84.0,26.5,115489,463,10256,68688,22226,13856,0,0,0,0,0,0,0,0,0
16328,40,170.0,78.0,27.0,115497,51743,21274,19936,9418,13126,0,0,0,0,0,0,0,0,0
16329,40,185.0,87.0,25.4,115499,13218,49248,4824,25181,23028,0,0,0,0,0,0,0,0,1
16330,18,178.0,84.0,26.5,115509,64185,30402,7021,5374,8527,0,0,0,0,0,0,0,1,0
16331,19,179.0,68.0,21.2,115512,21334,44477,16509,20594,12598,0,0,0,1,0,0,0,0,0
16332,37,177.0,82.0,26.2,115523,17871,41201,11177,20806,24468,0,1,0,0,0,0,0,0,0
16333,28,165.0,76.0,27.9,115529,50223,20334,15686,11518,17768,0,0,0,0,0,0,0,0,0
16334,29,180.0,79.0,24.4,115536,24248,31424,24155,16785,18924,0,0,0,0,0,0,0,0,1
16335,25,178.0,88.0,27.8,115547,36340,26663,15580,31736,5228,0,0,0,0,0,1,0,0,0
16336,25,178.0,93.0,29.4,115548,20070,36075,9816,26652,22935,0,0,1,0,0,0,0,0,0
16336,36,184.0,82.0,24.2,115548,30006,14378,35583,21294,14287,1,0,0,0,0,0,0,0,0
16338,42,178.0,84.0,26.5,115558,43323,15173,20236,18320,18506,0,0,0,0,0,0,0,0,0
16339,29,178.0,85.0,26.8,115559,30006,17997,34798,21044,11714,0,0,0,0,0,0,0,0,1
16339,32,185.0,93.0,27.2,115559,30006,16985,31004,17310,20254,0,0,0,0,0,0,0,0,1
16341,20,185.0,88.0,25.7,115560,40098,20151,15174,20431,19706,0,0,0,0,0,0,0,0,0
16342,32,188.0,91.0,25.7,115562,19508,17512,13697,40377,24468,0,0,0,0,0,0,0,0,1
16343,36,170.0,88.0,30.4,115570,22820,14024,43055,25516,10155,0,0,0,0,0,0,0,0,1
16344,30,183.0,82.0,24.5,115584,19508,12685,62157,12400,8834,0,0,0,0,0,0,0,0,0
16345,27,178.0,84.0,26.5,115587,57100,23813,2393,17855,14426,0,0,0,0,0,0,0,0,0
16346,29,178.0,77.0,24.3,115588,34698,17550,39395,13746,10199,0,0,0,0,0,0,0,0,0
16346,35,184.0,85.0,25.1,115588,10347,22693,28317,24384,29847,0,0,0,0,0,0,0,0,0
16348,40,178.0,84.0,26.5,115589,29001,29847,28912,18995,8834,0,0,0,0,0,0,0,0,1
16349,21,165.0,75.0,27.5,115591,51743,13300,22530,18212,9806,0,0,0,0,0,0,0,0,1
16350,42,183.0,92.0,27.5,115593,7652,6487,19418,61996,20040,0,0,1,0,0,0,0,0,0
16351,29,178.0,84.0,26.5,115595,29001,15061,31818,22565,17150,0,0,0,0,0,0,0,0,1
16352,44,194.0,107.0,28.4,115596,47717,7274,12244,31798,16563,0,0,0,0,0,0,0,0,0
16353,26,188.0,85.0,24.0,115600,15232,29688,23967,28857,17856,0,0,0,0,0,0,0,0,0
16354,37,178.0,84.0,26.5,115610,30006,10851,43038,20368,11347,0,0,0,0,0,0,0,0,1
16355,33,178.0,82.0,25.9,115613,27384,18193,25990,21018,23028,0,0,1,0,0,0,0,0,0
16356,31,180.0,91.0,28.1,115617,22820,11342,12572,40056,28827,0,0,0,0,0,0,0,0,1
16357,30,184.0,90.0,26.6,115618,6260,26819,41694,28247,12598,0,0,0,0,0,0,0,0,0
16358,28,178.0,84.0,26.5,115621,51743,30303,9921,8323,15331,0,0,0,0,0,0,0,0,0
16359,39,171.0,78.0,26.7,115631,51743,12958,25235,10785,14910,0,0,0,0,0,0,0,0,0
16360,28,184.0,83.0,24.5,115642,3860,27850,26429,39957,17546,0,0,0,0,0,0,0,0,0
16361,45,175.0,79.0,25.8,115648,57967,11577,23168,11980,10956,0,0,0,0,0,0,0,0,1
16362,23,172.0,67.0,22.6,115651,44376,14230,19093,15643,22309,0,0,0,1,0,0,0,0,0
16363,33,183.0,90.0,26.9,115656,15232,18391,19353,35288,27392,1,0,0,0,0,0,0,0,0
16364,29,180.0,93.0,28.7,115661,18387,12427,42829,22565,19453,0,0,0,0,0,0,0,0,1
16365,33,189.0,85.0,23.8,115674,7652,30854,18365,22592,36211,0,0,0,0,0,0,0,0,0
16366,33,178.0,84.0,26.5,115683,51743,16356,13630,11736,22218,0,0,0,0,0,0,0,0,1
16367,35,178.0,84.0,26.5,115694,20070,7012,41594,13341,33677,0,0,0,0,0,0,0,0,0
16367,45,180.0,83.0,25.6,115694,13831,9876,46898,23061,22028,0,0,0,0,0,0,0,0,0
16369,25,178.0,84.0,26.5,115710,3320,7626,12361,85721,6682,0,0,0,0,0,0,0,0,1
16370,22,185.0,80.0,23.4,115716,21334,18274,29975,20301,25832,0,0,0,0,0,0,0,0,1
16371,25,188.0,100.0,28.3,115721,7652,40160,10310,39982,17617,0,0,0,0,0,0,0,0,1
16372,25,185.0,88.0,25.7,115723,30006,21603,35824,16196,12094,0,0,0,0,0,0,0,0,1
16373,36,178.0,84.0,26.5,115725,51743,12875,32164,15146,3797,0,0,0,0,0,0,0,0,0
