rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
4316,29,180.0,88.0,27.2,36897,7652,6761,12916,8118,1450,0,0,0,0,0,0,0,0,1
4317,20,178.0,84.0,26.5,36905,28158,3436,1553,1039,2719,0,0,0,0,0,0,0,0,0
4317,28,175.0,84.0,27.4,36905,7652,7846,6896,4611,9900,0,0,0,0,0,0,0,0,1
4319,41,180.0,83.0,25.6,36917,14443,6088,6673,4190,5523,0,0,0,0,0,0,0,0,0
4320,28,178.0,84.0,26.5,36944,2225,2795,17082,10442,4400,0,0,0,0,0,0,0,1,0
4320,18,175.0,68.0,22.2,36944,8179,11188,5595,7795,4187,0,0,0,0,0,0,0,0,0
4322,33,171.0,82.0,28.0,36948,17871,3809,10518,2799,1951,0,0,0,0,0,0,0,0,0
4323,33,184.0,90.0,26.6,36950,1683,6983,7388,9434,11462,0,0,0,0,0,0,0,0,0
4324,18,178.0,84.0,26.5,36960,11188,1696,10649,10880,2547,0,0,0,0,0,0,0,0,0
4325,35,180.0,91.0,28.1,36972,6260,11796,4738,9829,4349,0,0,0,0,0,0,0,0,1
4326,32,185.0,98.0,28.6,36978,882,9004,6045,15935,5112,0,0,0,0,0,0,0,0,1
4327,24,2.0,80.0,200000.0,36981,30006,2041,2440,950,1544,0,0,0,0,0,0,0,0,0
4327,31,178.0,84.0,26.5,36981,3020,5700,8294,3322,16645,0,0,0,0,0,0,0,0,0
4329,31,178.0,95.0,30.0,36983,2225,5592,6469,16214,6483,1,0,0,0,0,0,0,0,0
4330,34,180.0,105.0,32.4,36999,2056,4217,16137,8106,6483,0,0,0,0,0,1,0,0,0
4331,29,180.0,87.0,26.9,37000,6260,6072,6651,8773,9244,0,0,0,0,0,0,0,0,1
4332,31,170.0,81.0,28.0,37011,14443,8974,4392,3850,5352,0,0,0,0,0,0,0,0,0
4333,28,178.0,84.0,26.5,37012,6260,8930,4062,6584,11176,0,0,0,0,0,0,0,0,1
4334,35,162.0,71.0,27.1,37017,19508,6646,7016,1912,1935,0,0,0,0,0,0,0,0,0
4335,25,183.0,84.0,25.1,37030,9881,5905,9676,5259,6309,0,0,0,0,0,0,0,0,1
4336,27,183.0,93.0,27.8,37035,2794,6719,12322,6907,8293,0,0,0,0,0,0,0,0,1
4337,37,187.0,94.0,26.9,37040,8828,13113,3466,7233,4400,0,0,0,0,0,0,0,0,0
4337,32,190.0,95.0,26.3,37040,3860,4437,13234,3850,11659,0,0,0,0,0,0,0,0,1
4339,31,183.0,102.0,30.5,37045,2684,8789,14033,7139,4400,0,0,0,0,0,0,0,0,1
4340,24,178.0,79.0,24.9,37047,15232,4734,9790,1912,5379,0,0,0,0,0,0,0,0,1
4341,29,180.0,91.0,28.1,37050,6260,4369,9144,9902,7375,0,0,0,0,0,0,0,0,1
4342,46,183.0,93.0,27.8,37051,4903,9954,5168,10775,6251,0,0,0,0,0,0,0,0,1
4343,28,183.0,98.0,29.3,37060,5609,1989,17203,10434,1825,0,0,0,0,0,0,0,0,1
4344,28,171.0,72.0,24.6,37084,20070,8390,1534,3723,3367,0,0,0,0,0,0,0,0,0
4345,26,179.0,84.0,26.2,37095,6260,3525,17606,5756,3948,0,0,0,0,0,0,0,0,0
4346,24,190.0,81.0,22.4,37096,5609,6101,8966,7586,8834,0,0,0,0,1,0,0,0,0
4347,29,168.0,72.0,25.5,37101,12686,14529,2584,3850,3452,0,0,0,0,0,0,0,0,1
4348,39,175.0,83.0,27.1,37104,23544,7158,251,2858,3293,0,0,0,0,0,0,0,0,1
4349,32,193.0,100.0,26.8,37108,882,1395,17684,10192,6955,0,0,0,0,0,0,0,1,0
4350,28,178.0,88.0,27.8,37137,3482,5273,8928,2615,16839,0,0,0,0,0,0,0,0,1
4351,27,178.0,80.0,25.2,37138,3675,5127,16231,6753,5352,0,0,0,0,0,0,0,0,0
4352,29,178.0,79.0,24.9,37155,11645,9294,3673,4689,7854,0,0,0,0,0,0,0,0,0
4353,33,196.0,95.0,24.7,37156,1812,5255,17098,7763,5228,0,0,1,0,0,0,0,0,0
4353,37,152.0,84.0,36.4,37156,9532,6171,3805,5879,11769,0,0,0,0,0,0,0,0,1
4355,26,188.0,91.0,25.7,37167,521,2388,18319,8806,7133,0,0,0,0,0,0,0,0,1
4356,36,183.0,98.0,29.3,37171,919,4442,12520,14296,4994,0,0,0,0,0,0,0,0,1
4357,24,179.0,82.0,25.6,37180,8179,6291,2529,1423,18758,0,0,0,0,0,0,0,0,0
4358,30,178.0,84.0,26.5,37186,7652,2605,22157,3526,1246,0,0,0,0,0,0,0,0,0
4359,31,180.0,75.0,23.1,37188,9532,7905,1468,4689,13594,0,0,0,0,0,0,0,0,0
4359,28,185.0,84.0,24.5,37188,4068,15241,4469,8684,4726,0,0,0,0,0,0,0,0,1
4361,34,183.0,87.0,26.0,37192,5891,5456,7199,13060,5586,0,0,0,0,0,0,0,0,1
4362,31,178.0,91.0,28.7,37195,6260,5543,10317,13531,1544,0,0,0,0,0,1,0,0,0
4362,38,194.0,94.0,25.0,37195,2225,16818,6378,9555,2219,0,0,0,0,0,0,0,0,0
4364,32,178.0,82.0,25.9,37199,2898,3495,25137,4190,1479,0,0,1,0,0,0,0,0,0
4365,29,178.0,91.0,28.7,37201,11645,4458,3666,8398,9034,0,0,0,0,0,0,0,0,1
4366,39,173.0,84.0,28.1,37207,10735,1520,7260,3526,14166,0,0,0,0,0,0,0,0,1
4366,30,179.0,89.0,27.8,37207,11645,7145,6104,7517,4796,0,0,0,0,0,0,0,1,0
4368,29,175.0,83.0,27.1,37219,10347,4266,13387,3723,5496,0,0,0,0,0,0,0,0,1
4369,36,178.0,78.0,24.6,37222,22015,6218,3031,4098,1860,0,0,0,0,0,0,0,0,0
4370,41,180.0,86.0,26.5,37228,8828,4003,16547,5162,2688,0,0,0,0,0,0,0,0,1
4371,42,178.0,93.0,29.4,37234,11188,13840,2241,2482,7483,0,0,1,0,0,0,0,0,0
4372,24,185.0,86.0,25.1,37235,4263,6345,14177,5999,6451,0,0,0,0,0,0,0,0,1
4373,25,178.0,84.0,26.5,37254,831,16777,5379,8854,5413,0,0,0,0,0,0,0,0,0
4374,36,168.0,78.0,27.6,37259,6260,7755,9327,8356,5561,0,0,0,0,0,0,0,0,1
4375,24,175.0,82.0,26.8,37269,5363,7923,15166,5259,3558,0,0,0,0,0,0,0,0,1
4376,23,171.0,78.0,26.7,37276,17433,2724,13802,1754,1563,0,0,0,0,0,0,0,0,0
4377,33,175.0,84.0,27.4,37281,7433,9328,5012,5162,10346,0,0,0,0,0,0,0,0,1
4378,21,172.0,76.0,25.7,37298,20070,5043,6599,1299,4287,0,0,0,0,0,0,0,0,0
4379,31,177.0,80.0,25.5,37310,13218,4190,4720,11416,3766,0,0,0,0,0,0,0,0,1
4380,28,190.0,95.0,26.3,37311,1683,10742,2831,13142,8913,0,0,0,0,0,0,0,1,0
4381,20,178.0,75.0,23.7,37312,2794,3771,11543,15885,3319,0,0,0,0,0,0,0,0,1
4382,25,169.0,73.0,25.6,37314,15232,14307,3994,641,3140,0,0,1,0,0,0,0,0,0
4382,27,182.0,92.0,27.8,37314,1457,2758,28139,2009,2951,0,0,0,0,0,0,0,0,0
4382,27,178.0,84.0,26.5,37314,10735,10248,4766,4190,7375,0,0,0,0,0,0,0,0,1
4385,36,173.0,73.0,24.4,37315,13831,8263,7203,4190,3828,0,0,0,0,0,0,0,0,0
4386,23,170.0,75.0,26.0,37332,25821,3876,2610,3796,1229,0,0,0,0,0,0,0,0,1
4387,19,173.0,75.0,25.1,37336,3675,3072,23388,4513,2688,1,0,0,0,0,0,0,0,0
4388,45,171.0,71.0,24.3,37364,18902,5679,5715,1482,5586,0,1,0,0,0,0,0,0,0
4388,37,185.0,38.0,11.1,37364,5891,12410,4239,6731,8093,0,0,0,0,0,0,0,0,0
4390,36,180.0,88.0,27.2,37373,7433,2859,16231,6402,4448,0,0,0,0,0,0,0,0,0
4391,22,178.0,77.0,24.3,37383,19508,10780,2158,2140,2797,0,0,0,0,0,0,0,0,1
4392,26,178.0,84.0,26.5,37395,2898,3236,19386,7927,3948,0,0,0,0,0,0,0,0,0
4393,25,186.0,90.0,26.0,37398,2684,6605,15955,6127,6027,0,0,0,0,0,0,0,0,0
4394,35,185.0,102.0,29.8,37402,2056,2471,12331,10584,9960,0,0,0,0,0,0,0,0,1
4395,23,178.0,85.0,26.8,37404,10735,9954,1311,9053,6351,0,0,1,0,0,0,0,0,0
4396,29,180.0,84.0,25.9,37415,15232,7452,3243,8537,2951,0,0,0,0,0,0,0,0,1
4397,31,185.0,88.0,25.7,37431,11645,6048,9056,3796,6886,0,0,0,0,0,0,0,0,1
4398,26,184.0,93.0,27.5,37437,3675,7274,13404,6402,6682,0,0,0,0,0,0,0,0,0
4399,17,178.0,80.0,25.2,37441,7652,13992,2800,7978,5019,0,0,0,0,0,0,0,0,0
4400,25,183.0,84.0,25.1,37446,3165,10789,6769,10076,6647,0,0,0,0,0,0,0,0,0
4400,29,185.0,98.0,28.6,37446,4903,7158,6405,11535,7445,0,0,0,0,0,0,0,0,1
4402,46,180.0,85.0,26.2,37447,8828,12541,5350,7089,3639,0,0,0,0,0,0,0,0,1
4403,33,185.0,88.0,25.7,37451,9188,5483,4367,10849,7564,0,0,0,0,0,0,0,1,0
4404,23,178.0,84.0,26.5,37465,13218,8615,3346,7644,4642,0,0,0,0,0,0,0,0,0
4405,35,178.0,84.0,26.5,37469,7913,4360,7713,8031,9452,0,0,0,0,0,0,0,0,1
4406,31,178.0,82.0,25.9,37498,20070,5075,1885,3723,6745,0,0,0,0,0,0,0,0,0
4407,24,183.0,84.0,25.1,37505,1939,7519,2486,10358,15203,0,0,0,0,0,0,0,0,1
4408,32,177.0,92.0,29.4,37519,9532,4474,11066,6861,5586,0,0,0,0,0,1,0,0,0
4409,31,178.0,89.0,28.1,37521,4068,4741,20571,4689,3452,0,0,0,0,0,0,0,1,0
4410,26,173.0,77.0,25.7,37529,21334,5106,2800,3457,4832,1,0,0,0,0,0,0,0,0
4411,23,198.0,98.0,25.0,37532,1812,8454,13172,7478,6616,0,0,0,0,0,0,0,0,1
4412,24,170.0,84.0,29.1,37547,10347,9736,1424,10335,5705,0,0,0,0,0,0,0,0,1
4413,26,186.0,90.0,26.0,37565,831,13840,11540,4098,7256,0,0,0,0,0,0,0,0,0
4414,30,170.0,88.0,30.4,37580,10735,1276,16743,4968,3858,0,0,0,0,0,0,0,0,1
4415,29,188.0,93.0,26.3,37595,2684,1362,10862,14594,8093,0,0,0,0,0,0,0,1,0
4416,28,169.0,79.0,27.7,37602,24248,2817,7072,1605,1860,0,0,0,0,0,0,0,0,0
4417,30,183.0,89.0,26.6,37609,2684,9975,14228,7036,3686,0,0,0,0,0,0,0,0,0
4418,28,173.0,79.0,26.4,37611,11188,2575,6056,10007,7785,0,0,0,0,0,0,0,0,1
4419,28,188.0,88.0,24.9,37627,380,4164,5221,15851,12011,0,0,0,0,0,0,0,0,0
4419,24,183.0,77.0,23.0,37627,10735,12556,2778,4267,7291,0,0,0,0,0,0,0,0,1
4419,26,169.0,68.0,23.8,37627,3320,7717,15216,6898,4476,0,0,0,0,0,0,0,0,0
4422,35,185.0,84.0,24.5,37639,2225,6060,8305,10384,10665,0,0,1,0,0,0,0,0,0
4423,24,175.0,77.0,25.1,37642,5102,6915,2190,18639,4796,0,0,0,0,0,0,0,0,1
4424,28,185.0,95.0,27.8,37648,1812,10624,4350,6936,13926,0,0,0,0,0,0,0,0,1
4425,35,165.0,68.0,25.0,37655,27384,2388,2081,1423,4379,0,0,0,0,0,0,0,0,1
4426,31,176.0,90.0,29.1,37657,22820,4090,3681,3186,3880,0,1,0,0,0,0,0,0,0
4427,16,175.0,69.0,22.5,37666,9532,9902,11878,3260,3094,0,0,0,0,0,0,0,0,1
4428,28,181.0,88.0,26.9,37667,15232,5342,5972,6584,4537,1,0,0,0,0,0,0,0,0
4429,35,178.0,90.0,28.4,37669,4263,8496,4943,11337,8630,0,0,0,0,0,0,0,1,0
4430,36,178.0,84.0,26.5,37672,9188,8930,4932,6584,8038,0,0,0,0,0,0,0,0,1
4431,31,178.0,81.0,25.6,37675,15232,6807,3908,7931,3797,0,0,0,0,0,0,0,0,1
4432,28,168.0,84.0,29.8,37680,24248,5848,2066,2799,2719,0,1,0,0,0,0,0,0,0
4433,24,178.0,82.0,25.9,37684,3020,8781,8637,16030,1216,0,0,0,0,0,0,0,0,1
4434,32,175.0,83.0,27.1,37685,14443,7555,3936,8432,3319,0,0,0,0,0,0,0,0,1
4435,22,165.0,70.0,25.7,37692,17433,3616,1064,1354,14225,0,0,0,0,0,0,0,0,0
4436,37,180.0,88.0,27.2,37707,9188,10957,4367,8747,4448,0,0,0,0,0,0,0,0,0
4437,26,180.0,91.0,28.1,37710,6260,4444,13283,8439,5284,0,0,0,0,0,0,0,0,1
4438,26,444.0,41.0,2.1,37712,1564,6387,9643,9856,10262,1,0,0,0,0,0,0,0,0
4439,32,178.0,91.0,28.7,37714,17871,9902,1970,2266,5705,0,0,0,0,0,0,0,0,1
4440,24,183.0,88.0,26.3,37715,1812,9179,14306,8131,4287,0,0,1,0,0,0,0,0,0
4441,41,178.0,84.0,26.5,37716,8517,5135,7602,11321,5141,0,0,0,0,0,0,0,0,1
4442,25,170.0,77.0,26.6,37719,11645,6048,9104,2009,8913,0,0,0,0,0,0,0,0,1
4442,40,183.0,84.0,25.1,37719,3165,7798,6327,15953,4476,0,0,0,0,0,0,0,0,0
4444,33,175.0,88.0,28.7,37729,8517,10571,3125,10555,4961,0,0,0,0,0,0,0,0,1
4445,31,178.0,75.0,23.7,37732,17871,4982,3372,8819,2688,0,0,0,0,0,0,0,0,1
4446,29,188.0,88.0,24.9,37738,6260,3876,6843,6402,14357,0,0,0,0,0,0,0,0,1
4447,26,180.0,90.0,27.8,37739,4465,8309,5142,16970,2853,1,0,0,0,0,0,0,0,0
4448,31,173.0,74.0,24.7,37743,17433,8037,5837,2527,3909,0,0,0,0,0,0,0,0,0
4449,33,178.0,84.0,26.5,37744,8517,8027,5554,6402,9244,0,0,0,0,0,0,0,0,1
4450,30,178.0,97.0,30.6,37745,10735,8599,5736,8449,4226,0,0,0,0,0,0,0,1,0
4451,29,180.0,84.0,25.9,37746,14443,3983,8931,7022,3367,0,0,0,0,0,0,0,0,1
4452,32,183.0,91.0,27.2,37758,5363,7444,9688,7362,7901,0,0,0,0,0,0,0,0,0
4453,31,178.0,88.0,27.8,37761,21334,2808,8350,2964,2305,0,0,0,0,0,0,0,0,1
4454,31,188.0,88.0,24.9,37764,4465,7111,6398,9362,10428,0,0,0,0,0,0,0,0,1
4455,23,178.0,84.0,26.5,37781,8179,2431,15155,7159,4857,0,0,0,0,0,0,0,0,0
4456,52,173.0,77.0,25.7,37794,18902,7731,1404,5756,4001,0,0,0,0,0,0,0,0,1
4457,24,178.0,86.0,27.1,37799,4068,3902,16126,7542,6161,0,0,0,0,0,0,0,0,1
4458,32,178.0,98.0,30.9,37803,13218,3187,7887,6864,6647,0,0,0,0,0,0,0,0,1
4459,30,178.0,84.0,26.5,37805,17871,12467,2346,1669,3452,0,0,0,0,0,0,0,1,0
4460,48,183.0,79.0,23.6,37809,12686,11822,2317,6258,4726,0,0,0,0,0,0,0,0,1
4461,42,185.0,107.0,31.3,37828,3482,1997,18287,10326,3736,0,0,0,0,0,0,0,0,1
4462,32,175.0,91.0,29.7,37839,11188,4698,11208,6979,3766,1,0,0,0,0,0,0,0,0
4463,29,173.0,78.0,26.1,37849,17871,4638,2209,8274,4857,0,0,0,0,0,0,0,0,1
4464,35,178.0,46.0,14.5,37858,3020,6345,10202,9184,9107,0,0,0,0,0,0,0,0,0
4465,46,178.0,77.0,24.3,37859,20685,4369,1859,7548,3398,0,0,0,0,0,0,0,0,1
4465,38,173.0,88.0,29.4,37859,15232,4412,4302,7136,6777,0,0,0,0,0,0,0,0,1
4467,34,178.0,79.0,24.9,37862,10347,9445,5350,3123,9597,0,0,0,0,0,0,0,0,1
4468,25,183.0,91.0,27.2,37868,8828,5447,5064,13116,5413,0,0,0,0,0,0,0,0,1
4469,28,180.0,83.0,25.6,37870,13218,3236,10978,6127,4311,0,0,0,0,0,0,0,0,0
4470,22,193.0,95.0,25.5,37896,1939,5543,15965,4345,10104,0,0,0,0,0,0,0,0,0
4470,40,185.0,89.0,26.0,37896,8828,5255,3560,9952,10301,0,0,0,0,0,0,0,0,1
4472,23,183.0,84.0,25.1,37898,15232,4331,1883,2858,13594,0,0,0,0,0,0,0,0,1
4473,24,178.0,79.0,24.9,37899,4903,5831,8386,14242,4537,0,0,0,0,0,0,0,0,1
4474,29,175.0,77.0,25.1,37907,15232,3945,7412,4432,6886,0,0,0,0,0,0,0,0,1
4475,33,193.0,100.0,26.8,37914,3165,5112,8966,11758,8913,0,0,0,0,0,0,0,0,1
4476,26,169.0,75.0,26.3,37940,6260,2854,17134,5879,5813,0,0,0,0,0,0,0,1,0
4477,25,180.0,84.0,25.9,37951,9188,6742,14111,3933,3977,0,0,0,0,0,0,0,0,1
4477,28,175.0,91.0,29.7,37951,8517,4537,6544,6584,11769,0,0,0,0,0,0,0,0,1
4479,26,170.0,84.0,29.1,37959,11188,3983,15271,1233,6284,0,0,0,0,0,0,0,0,0
4480,23,173.0,75.0,25.1,37975,13831,8528,4801,4875,5940,0,0,0,0,0,0,0,0,1
4481,26,178.0,94.0,29.7,37982,1812,5079,12380,9759,8952,0,0,0,0,0,0,0,0,1
4482,27,180.0,85.0,26.2,37983,6260,7421,9208,3186,11908,0,0,0,0,0,0,0,1,0
4483,21,177.0,85.0,27.1,37985,22015,7626,1101,1387,5856,0,0,0,0,0,0,0,0,0
4484,31,173.0,84.0,28.1,37990,5891,2695,23552,3796,2056,0,0,0,0,0,0,0,0,1
4485,31,167.0,80.0,28.7,38004,5363,3887,14798,8543,5413,0,0,0,0,0,0,0,0,0
4486,27,186.0,93.0,26.9,38011,831,8859,12316,8064,7941,1,0,0,0,0,0,0,0,0
4487,20,183.0,86.0,25.7,38012,1564,9196,5934,17733,3585,0,0,0,0,0,0,0,0,1
4488,22,170.0,79.0,27.3,38013,10735,4994,7776,7731,6777,0,0,0,0,0,0,0,0,1
4489,26,191.0,102.0,28.0,38024,4465,4772,17219,8449,3119,0,0,0,0,0,0,0,0,0
4490,40,174.0,85.0,28.1,38038,13218,4769,7007,8377,4667,0,1,0,0,0,0,0,0,0
4491,30,170.0,79.0,27.3,38050,8828,8239,2763,6258,11962,0,0,0,0,0,0,0,0,1
4492,23,180.0,83.0,25.6,38055,9188,5877,6829,6829,9332,0,0,0,0,0,0,0,0,0
4493,30,178.0,91.0,28.7,38059,6260,1993,15256,9790,4760,0,0,0,0,0,0,0,0,1
4494,28,178.0,88.0,27.8,38061,15232,1197,11630,3186,6816,0,0,0,0,0,0,0,0,1
4495,31,183.0,86.0,25.7,38064,2225,3068,24983,5879,1909,0,0,0,0,0,0,0,0,1
4495,37,178.0,18.0,5.7,38064,6260,3407,20996,5162,2239,0,0,0,0,0,0,0,0,0
4497,31,165.0,77.0,28.3,38068,14443,4678,8168,7432,3347,0,0,0,0,0,0,0,0,0
4498,28,180.0,100.0,30.9,38079,3020,5928,8521,15850,4760,0,0,0,0,0,0,0,0,1
4499,22,183.0,87.0,26.0,38082,3675,13405,4476,9781,6745,0,0,0,0,0,0,0,0,1
4500,29,174.0,84.0,27.7,38092,18902,4552,4010,6402,4226,0,0,0,0,0,0,0,0,0
4501,23,170.0,79.0,27.3,38093,12686,7195,6000,3260,8952,0,0,0,0,0,0,0,0,1
4502,36,185.0,93.0,27.2,38104,5609,2342,7222,17752,5179,0,0,0,0,0,0,0,0,1
4503,26,175.0,70.0,22.9,38110,18902,8211,1607,2099,7291,0,0,0,0,0,0,0,0,0
4504,39,178.0,99.0,31.2,38125,8828,7647,3792,9724,8134,1,0,0,0,0,0,0,0,0
4505,37,180.0,93.0,28.7,38132,5891,3083,5708,14249,9201,0,0,1,0,0,0,0,0,0
4506,31,170.0,70.0,24.2,38140,13831,7714,8328,2706,5561,0,0,0,0,0,0,0,0,0
4507,19,178.0,84.0,26.5,38153,5363,4525,8516,12972,6777,0,0,1,0,0,0,0,0,0
4508,29,178.0,75.0,23.7,38158,8179,14489,8263,1814,5413,0,0,0,0,0,0,0,0,1
4509,36,172.0,84.0,28.4,38178,20070,7245,831,3385,6647,0,0,0,0,0,0,0,0,0
4510,33,183.0,100.0,29.9,38185,726,3220,3080,19697,11462,0,0,0,0,0,0,0,0,1
4510,28,185.0,84.0,24.5,38185,7913,6657,7167,8753,7695,0,0,0,0,0,0,0,0,0
4512,32,180.0,87.0,26.9,38191,2225,10270,11783,6258,7655,0,0,0,0,0,0,0,0,0
4513,25,180.0,82.0,25.3,38197,4263,1705,28008,2658,1563,0,0,0,0,0,0,0,0,0
4514,40,183.0,88.0,26.3,38202,4068,7892,5636,16748,3858,0,0,0,0,0,0,0,0,1
4515,27,178.0,85.0,26.8,38204,10347,5663,8510,3933,9751,0,0,0,0,0,0,0,0,0
4516,33,183.0,91.0,27.2,38206,6260,5877,11733,10388,3948,0,0,0,0,0,0,0,0,0
4517,27,178.0,82.0,25.9,38211,6260,5323,9301,14543,2784,0,0,0,0,0,0,0,0,1
4518,28,183.0,88.0,26.3,38215,9532,5549,5226,8707,9201,0,0,0,0,0,0,0,0,1
4519,31,178.0,91.0,28.7,38218,17433,4493,3807,7725,4760,0,0,0,0,0,0,0,0,1
4519,23,174.0,89.0,29.4,38218,9188,5634,13147,5162,5087,0,0,0,0,0,1,0,0,0
4521,41,173.0,79.0,26.4,38227,25056,5145,2150,2048,3828,0,0,0,0,0,0,0,0,1
4522,26,180.0,86.0,26.5,38231,919,2477,4010,21873,8952,0,0,0,0,0,0,0,0,0
4523,38,178.0,84.0,26.5,38237,10735,10600,3270,2099,11533,0,1,0,0,0,0,0,0,0
4524,24,178.0,84.0,26.5,38238,2225,21866,2924,3322,7901,0,0,0,0,0,0,0,0,1
4525,29,179.0,78.0,24.3,38247,10735,6305,4699,10620,5888,0,0,0,0,0,0,0,0,0
4526,30,194.0,95.0,25.2,38248,2898,13279,6315,10170,5586,0,0,0,0,0,0,0,0,0
4527,28,179.0,75.0,23.4,38284,13831,4698,12436,2266,5053,1,0,0,0,0,0,0,0,0
4528,25,172.0,80.0,27.0,38289,22015,5186,1815,3385,5888,0,1,0,0,0,0,0,0,0
4529,23,178.0,82.0,25.9,38291,9532,10941,7043,5756,5019,0,0,0,0,0,0,0,0,1
4530,27,180.0,90.0,27.8,38298,601,6048,7662,15853,8134,0,0,0,0,0,0,0,0,0
4531,25,167.0,72.0,25.8,38299,21334,5882,3892,2230,4961,0,0,0,0,0,0,0,0,0
4532,36,180.0,84.0,25.9,38302,7913,5812,12415,3933,8229,0,0,0,0,0,0,0,0,1
4533,31,170.0,78.0,27.0,38311,20685,11012,570,2799,3245,0,0,0,0,0,0,0,0,1
4534,33,175.0,78.0,25.5,38352,26601,6657,768,1327,2999,0,0,0,0,0,0,0,0,0
4535,29,168.0,78.0,27.6,38358,25821,1934,4230,4345,2028,0,0,0,0,0,0,0,0,0
4536,32,188.0,90.0,25.5,38361,6260,4369,7177,13142,7413,0,0,0,0,0,0,0,0,1
4537,29,178.0,94.0,29.7,38363,2684,1296,23652,8137,2594,0,0,0,0,0,0,0,0,1
4538,27,183.0,96.0,28.7,38370,790,1857,25049,4513,6161,0,0,0,0,0,0,0,1,0
4539,36,178.0,84.0,26.5,38376,13218,12476,4459,3526,4697,0,0,0,0,0,0,0,0,0
4540,27,173.0,88.0,29.4,38384,5363,4003,4824,14543,9651,0,0,0,0,0,0,0,0,0
4541,40,173.0,79.0,26.4,38392,12109,9174,10982,3457,2670,0,0,1,0,0,0,0,0,0
4542,26,178.0,75.0,23.7,38406,8179,9148,12638,4345,4096,0,0,0,0,0,0,0,1,0
4543,30,180.0,88.0,27.2,38407,4263,4206,6856,11273,11809,0,0,0,0,0,0,0,0,1
4544,34,181.0,89.0,27.2,38411,8179,10220,3644,10555,5813,0,0,0,1,0,0,0,0,0
4545,40,178.0,84.0,26.5,38415,18902,9096,3673,2140,4604,0,0,0,0,0,1,0,0,0
4546,42,178.0,88.0,27.8,38420,3860,6336,15119,7117,5988,1,0,0,0,0,0,0,0,0
4547,36,188.0,98.0,27.7,38421,759,4311,15062,11673,6616,0,0,0,0,0,0,0,0,1
4548,22,180.0,85.0,26.2,38423,4678,6124,14038,8886,4697,0,0,0,0,0,0,0,0,0
4549,31,175.0,84.0,27.4,38424,3860,12118,7677,11342,3427,0,0,0,0,0,0,0,0,1
4550,31,180.0,89.0,27.5,38431,10347,8615,7857,6886,4726,0,0,0,0,0,0,0,0,1
4551,31,188.0,113.0,32.0,38444,3165,4141,17379,9033,4726,0,0,0,0,0,0,0,0,1
4552,30,175.0,76.0,24.8,38453,11645,14288,2246,5374,4900,0,0,0,0,0,0,0,0,1
4553,25,178.0,71.0,22.4,38480,24248,3481,1228,1669,7854,0,0,0,0,0,0,0,1,0
4554,34,176.0,81.0,26.1,38490,25056,7739,1346,1423,2926,0,0,0,0,0,0,0,0,0
4555,34,172.0,77.0,26.0,38493,9532,6968,11370,3668,6955,0,0,0,0,0,0,0,1,0
4556,29,195.0,100.0,26.3,38502,2898,6218,17091,5879,6416,0,0,0,0,0,0,0,0,0
4557,32,183.0,88.0,26.3,38508,2898,7209,11027,11518,5856,0,0,0,0,0,0,0,1,0
4558,21,184.0,81.0,23.9,38512,5363,15061,6313,7827,3948,0,0,0,0,0,0,0,0,0
4559,31,178.0,77.0,24.3,38516,11188,6722,10935,4875,4796,0,0,0,0,0,0,0,0,1
4560,29,180.0,80.0,24.7,38518,4465,14398,6373,3322,9960,0,0,0,0,0,0,0,1,0
4561,20,178.0,87.0,27.5,38523,4263,4456,13169,2964,13671,0,0,0,0,0,0,0,1,0
4562,23,185.0,101.0,29.5,38525,2225,2529,10917,19805,3049,0,0,0,0,0,0,0,0,1
4563,33,178.0,95.0,30.0,38533,4263,3921,17349,6584,6416,0,0,0,0,0,0,0,0,1
4564,36,178.0,92.0,29.0,38538,1125,10705,8288,9790,8630,0,1,0,0,0,0,0,0,0
4565,22,178.0,88.0,27.8,38541,3860,4338,18512,6690,5141,0,0,0,0,0,0,0,0,1
4566,27,178.0,84.0,26.5,38548,6260,4874,8499,10974,7941,0,0,0,0,0,0,0,0,0
4567,26,175.0,83.0,27.1,38550,1125,6639,22139,3061,5586,0,0,0,0,0,0,0,0,0
4568,30,180.0,80.0,24.7,38559,3482,10998,14276,5492,4311,0,0,0,0,0,0,0,0,0
4569,24,185.0,98.0,28.6,38577,2684,3834,25114,2758,4187,0,0,0,0,0,0,0,1,0
4570,28,185.0,82.0,24.0,38601,11645,3045,4254,8414,11243,0,0,0,0,0,0,0,0,1
4571,27,180.0,90.0,27.8,38605,4903,8859,7800,9752,7291,0,0,0,0,0,0,1,0,0
4572,39,175.0,84.0,27.4,38609,9532,8282,10609,5999,4187,0,0,0,0,0,0,0,0,1
4573,26,177.0,79.0,25.2,38611,15232,5905,1791,7390,8293,0,0,0,0,0,0,0,0,0
4574,29,168.0,84.0,29.8,38617,18387,5502,2984,5756,5988,0,0,1,0,0,0,0,0,0
4574,25,180.0,88.0,27.2,38617,9881,3215,6435,4513,14573,0,0,0,0,0,0,0,0,1
4576,27,167.0,74.0,26.5,38619,9881,10998,6558,7086,4096,0,0,0,0,0,0,0,0,0
4577,33,175.0,84.0,27.4,38625,7913,11796,7303,5162,6451,0,0,0,0,0,0,0,0,1
